Symbol,Name,Exchange,Country,Sector,Industry,Market Cap,Last Sale,Volume,Source,instrument_type,instrument_scope,classification_confidence,classification_reason,yf_symbol,quote_type,has_core_market_data,market_data_error,avg_volume_30d,avg_volume_90d
AVAV,"AeroVironment, Inc. - Common Stock",NASDAQ,USA,Industrials,Aerospace & Defense,9408494592.0,185.92,1414766,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AVAV,EQUITY,True,,1414766,1414766
AVBH,"Avidbank Holdings, Inc. - Common Stock",NASDAQ,USA,Financial Services,Banks - Regional,341472544.0,31.17,86487,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AVBH,EQUITY,True,,86487,86487
AVBP,"ArriVent BioPharma, Inc. - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,1413549056.0,30.35,532352,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AVBP,EQUITY,True,,532352,532352
AVGO,Broadcom Inc. - Common Stock,NASDAQ,USA,Technology,Semiconductors,1826303639552.0,385.73,24438841,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AVGO,EQUITY,True,,24438841,24438841
AVIR,"Atea Pharmaceuticals, Inc. - common stock",NASDAQ,USA,Healthcare,Biotechnology,340115168.0,4.25,433879,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AVIR,EQUITY,True,,433879,433879
AVLN,Avalyn Pharma Inc. - common stock,NASDAQ,USA,Healthcare,Biotechnology,1199653504.0,27.06,593837,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AVLN,EQUITY,True,,593837,593837
AVNW,"Aviat Networks, Inc. - Common Stock",NASDAQ,USA,Technology,Communication Equipment,233427920.0,18.04,203830,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AVNW,EQUITY,True,,203830,203830
AVO,"Mission Produce, Inc. - Common Stock",NASDAQ,USA,Consumer Defensive,Food Distribution,903218496.0,10.22,1038696,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AVO,EQUITY,True,,1038696,1038696
AVPT,"AvePoint, Inc. - Class A Common Stock",NASDAQ,USA,Technology,Software - Infrastructure,2277064704.0,10.74,1804987,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AVPT,EQUITY,True,,1804987,1804987
AVR,Anteris Technologies Global Corp. - Common Stock,NASDAQ,USA,Healthcare,Medical Instruments & Supplies,938378816.0,9.64,1011341,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AVR,EQUITY,True,,1011341,1011341
AVT,"Avnet, Inc. - Common Stock",NASDAQ,USA,Technology,Electronics & Computer Distribution,7120509952.0,86.81,1189509,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AVT,EQUITY,True,,1189509,1189509
AVTX,"Avalo Therapeutics, Inc. - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,688609024.0,13.1,1524641,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AVTX,EQUITY,True,,1524641,1524641
AVX,Avax One Technology Ltd. - Common Shares,NASDAQ,USA,Technology,Software - Infrastructure,35945068.0,0.4011,456506,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AVX,EQUITY,True,,456506,456506
AVXL,Anavex Life Sciences Corp. - Common Stock,NASDAQ,USA,Healthcare,Biotechnology,238166416.0,2.57,1378179,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AVXL,EQUITY,True,,1378179,1378179
AWRE,"Aware, Inc. - Common Stock",NASDAQ,USA,Technology,Software - Application,29222204.0,1.35,55192,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AWRE,EQUITY,True,,55192,55192
AXG,Solowin Holdings - Class A Ordinary Share,NASDAQ,USA,Financial Services,Capital Markets,653256640.0,3.43,286442,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.,AXG,EQUITY,True,,286442,286442
AXGN,"Axogen, Inc. - Common Stock",NASDAQ,USA,Healthcare,Medical Devices,2276010752.0,42.8,995893,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AXGN,EQUITY,True,,995893,995893
AXON,"Axon Enterprise, Inc. - Common Stock",NASDAQ,USA,Industrials,Aerospace & Defense,39182282752.0,486.12,1097573,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AXON,EQUITY,True,,1097573,1097573
AXSM,"Axsome Therapeutics, Inc. - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,11955133440.0,232.32,701007,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AXSM,EQUITY,True,,701007,701007
AXTI,AXT Inc - Common Stock,NASDAQ,USA,Technology,Semiconductor Equipment & Materials,5826130944.0,89.053,11843206,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AXTI,EQUITY,True,,11843206,11843206
AYA,Aya Gold & Silver Inc. - Common Shares,NASDAQ,USA,Basic Materials,Silver,2457014528.0,17.14,319263,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AYA,EQUITY,True,,319263,319263
AYTU,"Aytu BioPharma, Inc.  - Common Stock",NASDAQ,USA,Healthcare,Drug Manufacturers - Specialty & Generic,24149718.0,2.25,44776,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AYTU,EQUITY,True,,44776,44776
AZ,A2Z Cust2Mate Solutions Corp. - Common Shares,NASDAQ,USA,Technology,Software - Application,285896512.0,6.42,468666,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AZ,EQUITY,True,,468666,468666
AZI,Autozi Internet Technology (Global) Ltd. - Class A Ordinary Shares,NASDAQ,USA,Consumer Cyclical,Auto & Truck Dealerships,3188642.0,1.04,964167,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AZI,EQUITY,True,,964167,964167
AZTA,"Azenta, Inc. - Common Stock",NASDAQ,USA,Healthcare,Medical Instruments & Supplies,1045845760.0,22.69,1180822,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AZTA,EQUITY,True,,1180822,1180822
BAFN,BayFirst Financial Corp. - Common Stock,NASDAQ,USA,Financial Services,Banks - Regional,22177288.0,5.4,42722,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BAFN,EQUITY,True,,42722,42722
BAND,Bandwidth Inc. - Class A Common Stock,NASDAQ,USA,Technology,Software - Infrastructure,2311649536.0,72.2,818530,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BAND,EQUITY,True,,818530,818530
BANF,BancFirst Corporation - Common Stock,NASDAQ,USA,Financial Services,Banks - Regional,3706929664.0,110.37,145255,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BANF,EQUITY,True,,145255,145255
BANL,CBL International Limited - Class B Ordinary Shares,NASDAQ,USA,Energy,Oil & Gas Midstream,10430298.0,0.38,931714,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BANL,EQUITY,True,,931714,931714
BANR,Banner Corporation - Common Stock,NASDAQ,USA,Financial Services,Banks - Regional,2203160832.0,64.86,287203,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BANR,EQUITY,True,,287203,287203
BAOS,Baosheng Media Group Holdings Limited - Ordinary shares,NASDAQ,USA,Communication Services,Advertising Agencies,3928286.0,2.56,39615,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BAOS,EQUITY,True,,39615,39615
BATRA,"Atlanta Braves Holdings, Inc. - Series A Common Stock",NASDAQ,USA,Communication Services,Entertainment,3457351936.0,53.9,61033,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BATRA,EQUITY,True,,61033,61033
BATRK,"Atlanta Braves Holdings, Inc. - Series C Common Stock",NASDAQ,USA,Communication Services,Entertainment,3180892160.0,49.59,355863,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BATRK,EQUITY,True,,355863,355863
BBCP,"Concrete Pumping Holdings, Inc.  - Common Stock",NASDAQ,USA,Industrials,Engineering & Construction,525603392.0,10.43,133033,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BBCP,EQUITY,True,,133033,133033
BBGI,"Beasley Broadcast Group, Inc. - Class A Common Stock",NASDAQ,USA,Communication Services,Broadcasting,38130472.0,21.085,1251001,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BBGI,EQUITY,True,,1251001,1251001
BBIO,"BridgeBio Pharma, Inc. - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,13242179584.0,67.61,2550639,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BBIO,EQUITY,True,,2550639,2550639
BBLG,Bone Biologics Corp - Common Stock,NASDAQ,USA,Healthcare,Biotechnology,2241741.0,1.2487,12698,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BBLG,EQUITY,True,,12698,12698
BBNX,"Beta Bionics, Inc. - Common Stock",NASDAQ,USA,Healthcare,Medical Devices,618961984.0,13.89,983536,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BBNX,EQUITY,True,,983536,983536
BBOT,"BridgeBio Oncology Therapeutics, Inc. - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,625636480.0,7.81,346401,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BBOT,EQUITY,True,,346401,346401
BBSI,"Barrett Business Services, Inc. - Common Stock",NASDAQ,USA,Industrials,Staffing & Employment Services,810468352.0,33.0,253547,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BBSI,EQUITY,True,,253547,253547
BCAB,"BioAtla, Inc. - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,5526314.0,3.33,37877,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BCAB,EQUITY,True,,37877,37877
BCAL,California BanCorp - Common Stock,NASDAQ,USA,Financial Services,Banks - Regional,619494528.0,19.26,190082,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BCAL,EQUITY,True,,190082,190082
BCAR,D. Boral ARC Acquisition I Corp. - Class A Ordinary Shares,NASDAQ,USA,Financial Services,Shell Companies,431574848.0,10.64,514041,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BCAR,EQUITY,True,,514041,514041
BCAX,Bicara Therapeutics Inc. - Common Stock,NASDAQ,USA,Healthcare,Biotechnology,1314077312.0,20.0,557311,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BCAX,EQUITY,True,,557311,557311
BCBP,"BCB Bancorp, Inc. (NJ) - Common Stock",NASDAQ,USA,Financial Services,Banks - Regional,195161872.0,11.24,100126,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BCBP,EQUITY,True,,100126,100126
BCDA,"BioCardia, Inc. - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,11715965.0,1.03,164233,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BCDA,EQUITY,True,,164233,164233
BCG,"Binah Capital Group, Inc. - Common Stock",NASDAQ,USA,Financial Services,Asset Management,26055704.0,1.55,609914,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BCG,EQUITY,True,,609914,609914
BCML,BayCom Corp - Common Stock,NASDAQ,USA,Financial Services,Banks - Regional,346588992.0,31.77,43941,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BCML,EQUITY,True,,43941,43941
BCPC,Balchem Corporation - Common Stock,NASDAQ,USA,Basic Materials,Specialty Chemicals,5137882112.0,159.91,202768,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BCPC,EQUITY,True,,202768,202768
BCRX,"BioCryst Pharmaceuticals, Inc. - Common Stock",NASDAQ,USA,Healthcare,Drug Manufacturers - Specialty & Generic,2137507840.0,8.41,5295541,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BCRX,EQUITY,True,,5295541,5295541
BCTX,BriaCell Therapeutics Corp. - Common Shares,NASDAQ,USA,Healthcare,Biotechnology,26795344.0,3.08,223568,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BCTX,EQUITY,True,,223568,223568
BCYC,Bicycle Therapeutics plc - American Depositary Shares,NASDAQ,USA,Healthcare,Biotechnology,293207136.0,4.2,434346,nasdaqlisted|yfinance,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.,BCYC,EQUITY,True,,434346,434346
BDCI,BTC Development Corp. - Class A Ordinary Shares,NASDAQ,USA,Financial Services,Shell Companies,349204032.0,10.05,29949,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BDCI,EQUITY,True,,29949,29949
BDMD,Baird Medical Investment Holdings Ltd - Ordinary Share,NASDAQ,USA,Healthcare,Medical Devices,40297008.0,1.26,465092,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.,BDMD,EQUITY,True,,465092,465092
BDRX,Biodexa Pharmaceuticals plc - American Depositary Shares,NASDAQ,USA,Healthcare,Biotechnology,2506943.0,3.36,738333,nasdaqlisted|yfinance,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.,BDRX,EQUITY,True,,738333,738333
BDSX,"Biodesix, Inc. - Common Stock",NASDAQ,USA,Healthcare,Diagnostics & Research,160100800.0,15.46,80233,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BDSX,EQUITY,True,,80233,80233
BDTX,"Black Diamond Therapeutics, Inc. - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,112884504.0,1.97,1204304,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BDTX,EQUITY,True,,1204304,1204304
BEAM,Beam Therapeutics Inc. - Common Stock,NASDAQ,USA,Healthcare,Biotechnology,3024648960.0,29.4,2041384,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BEAM,EQUITY,True,,2041384,2041384
BEAT,"Heartbeam, Inc. - Common Stock",NASDAQ,USA,Healthcare,Health Information Services,46564688.0,0.8389,1493590,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BEAT,EQUITY,True,,1493590,1493590
BEEM,Beam Global - Common Stock,NASDAQ,USA,Technology,Solar,29084076.0,1.31,522434,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BEEM,EQUITY,True,,522434,522434
BEEP,Mobile Infrastructure Corporation - Common Stock,NASDAQ,USA,Industrials,Infrastructure Operations,83620704.0,2.03,42031,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BEEP,EQUITY,True,,42031,42031
BELFA,Bel Fuse Inc. - Class A Common Stock,NASDAQ,USA,Technology,Electronic Components,2952176896.0,232.04,83258,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BELFA,EQUITY,True,,83258,83258
BELFB,Bel Fuse Inc. - Class B Common Stock,NASDAQ,USA,Technology,Electronic Components,3734313984.0,262.56,240826,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BELFB,EQUITY,True,,240826,240826
BENF,Beneficient - Class A Common Stock,NASDAQ,USA,Financial Services,Asset Management,50847264.0,3.54,236942,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BENF,EQUITY,True,,236942,236942
BETR,Better Home & Finance Holding Company - Class A Common Stock,NASDAQ,USA,Financial Services,Mortgage Finance,483444896.0,25.62,549339,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BETR,EQUITY,True,,549339,549339
BFC,Bank First Corporation - Common Stock,NASDAQ,USA,Financial Services,Banks - Regional,1575015296.0,140.34,99947,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BFC,EQUITY,True,,99947,99947
BFRG,"Bullfrog AI Holdings, Inc. - Common Stock",NASDAQ,USA,Healthcare,Health Information Services,12441449.0,0.671,11271088,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BFRG,EQUITY,True,,11271088,11271088
BFRI,Biofrontera Inc. - Common Stock,NASDAQ,USA,Healthcare,Drug Manufacturers - Specialty & Generic,11971127.0,0.935,175195,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BFRI,EQUITY,True,,175195,175195
BFST,"Business First Bancshares, Inc. - Common Stock",NASDAQ,USA,Financial Services,Banks - Regional,929688192.0,28.45,187401,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BFST,EQUITY,True,,187401,187401
BGC,"BGC Group, Inc. - Class A Common Stock",NASDAQ,USA,Financial Services,Capital Markets,5202554880.0,10.86,2944090,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BGC,EQUITY,True,,2944090,2944090
BGDE,"Big Digital Energy, Inc. - Common Stock",NASDAQ,USA,Financial Services,Capital Markets,39010652.0,7.11,564768,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BGDE,EQUITY,True,,564768,564768
BGIN,Bgin Blockchain Limited - Class A Ordinary Shares,NASDAQ,USA,Technology,Computer Hardware,300941632.0,2.66,21306,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BGIN,EQUITY,True,,21306,21306
BGL,Blue Gold Limited - Class A ordinary shares,NASDAQ,USA,Basic Materials,Gold,21235640.0,0.52,427933,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BGL,EQUITY,True,,427933,427933
BGLC,BioNexus Gene Lab Corp - Common stock,NASDAQ,USA,Basic Materials,Specialty Chemicals,5318091.0,2.2,12936,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BGLC,EQUITY,True,,12936,12936
BGM,BGM Group Ltd. - Class A Ordinary Shares,NASDAQ,USA,Healthcare,Drug Manufacturers - Specialty & Generic,58381400.0,0.291,335571,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BGM,EQUITY,True,,335571,335571
BGMS,"Bio Green Med Solution, Inc. - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,8279184.0,1.5,86060,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BGMS,EQUITY,True,,86060,86060
BHF,"Brighthouse Financial, Inc. - Common Stock",NASDAQ,USA,Financial Services,Insurance - Life,3598978560.0,62.65,575111,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BHF,EQUITY,True,,575111,575111
BHFAL,"Brighthouse Financial, Inc. - Junior Subordinated Debentures due 2058",NASDAQ,USA,,,,15.72,21900,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.,BHFAL,EQUITY,False,,21900,21900
BHRB,Burke & Herbert Financial Services Corp. - Common Stock,NASDAQ,USA,Financial Services,Banks - Regional,1299460992.0,64.49,134173,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BHRB,EQUITY,True,,134173,134173
BHST,BioHarvest Sciences Inc. - Common Stock,NASDAQ,USA,Consumer Defensive,Packaged Foods,72310416.0,3.19,27512,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BHST,EQUITY,True,,27512,27512
BIAF,"bioAffinity Technologies, Inc. - Common Stock",NASDAQ,USA,Healthcare,Diagnostics & Research,7845387.0,1.73,8613301,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BIAF,EQUITY,True,,8613301,8613301
BIDU,"Baidu, Inc. - American Depositary Shares, each representing 8 ordinary share",NASDAQ,USA,Communication Services,Internet Content & Information,41395142656.0,121.66,2332326,nasdaqlisted|yfinance,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.,BIDU,EQUITY,True,,2332326,2332326
BIIB,Biogen Inc. - Common Stock,NASDAQ,USA,Healthcare,Drug Manufacturers - General,28839434240.0,195.34,1156031,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BIIB,EQUITY,True,,1156031,1156031
BILI,Bilibili Inc. - American Depositary Shares,NASDAQ,USA,Communication Services,Internet Content & Information,7277181440.0,17.46,3070093,nasdaqlisted|yfinance,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.,BILI,EQUITY,True,,3070093,3070093
BIOA,"BioAge Labs, Inc. - Common Stock",NASDAQ,USA,Healthcare,Drug Manufacturers - Specialty & Generic,697907968.0,15.7,479465,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BIOA,EQUITY,True,,479465,479465
BIOX,Bioceres Crop Solutions Corp. - Ordinary Shares,NASDAQ,USA,Basic Materials,Agricultural Inputs,26815438.0,0.4202,688382,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BIOX,EQUITY,True,,688382,688382
BIRD,"Allbirds, Inc. - Class A Common Stock",NASDAQ,USA,Consumer Cyclical,Apparel Retail,33727176.0,3.83,6053869,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BIRD,EQUITY,True,,6053869,6053869
BIVI,BioVie Inc. - Common stock,NASDAQ,USA,Healthcare,Biotechnology,12066943.0,1.6,86912,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BIVI,EQUITY,True,,86912,86912
BIYA,Baiya International Group Inc.  - Ordinary Shares,NASDAQ,USA,Technology,Software - Application,3378393.0,0.82,8171169,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BIYA,EQUITY,True,,8171169,8171169
BJDX,"Bluejay Diagnostics, Inc. - Common Stock",NASDAQ,USA,Healthcare,Medical Devices,4966632.0,4.8,1238911,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BJDX,EQUITY,True,,1238911,1238911
BJRI,"BJ's Restaurants, Inc. - Common Stock",NASDAQ,USA,Consumer Cyclical,Restaurants,904568448.0,43.04,372561,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BJRI,EQUITY,True,,372561,372561
BKNG,Booking Holdings Inc. - Common Stock,NASDAQ,USA,Consumer Cyclical,Travel Services,128505839616.0,165.84,7852217,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BKNG,EQUITY,True,,7852217,7852217
BKR,Baker Hughes Company - Common Stock,NASDAQ,USA,Energy,Oil & Gas Equipment & Services,62093578240.0,62.59,9106671,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BKR,EQUITY,True,,9106671,9106671
BL,"BlackLine, Inc. - Common Stock",NASDAQ,USA,Technology,Software - Application,1681221888.0,28.66,1262114,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BL,EQUITY,True,,1262114,1262114
BLBD,Blue Bird Corporation - Common Stock,NASDAQ,USA,Industrials,Farm & Heavy Construction Machinery,2205134336.0,69.68,424126,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BLBD,EQUITY,True,,424126,424126
BLDP,"Ballard Power Systems, Inc. - Common Shares",NASDAQ,USA,Industrials,Electrical Equipment & Parts,1483261184.0,4.92,7285584,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BLDP,EQUITY,True,,7285584,7285584
BLFS,"BioLife Solutions, Inc. - Common Stock",NASDAQ,USA,Healthcare,Medical Instruments & Supplies,1301561472.0,26.64,511457,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BLFS,EQUITY,True,,511457,511457
BLIN,"Bridgeline Digital, Inc. - Common Stock",NASDAQ,USA,Technology,Software - Infrastructure,13355871.0,1.06,35090,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BLIN,EQUITY,True,,35090,35090
BLIV,BeLive Holdings - ordinary shares,NASDAQ,USA,Technology,Software - Application,22490140.0,2.07,2346,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BLIV,EQUITY,True,,2346,2346
BLKB,"Blackbaud, Inc. - Common Stock",NASDAQ,USA,Technology,Software - Application,1300337792.0,28.31,625277,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,BLKB,EQUITY,True,,625277,625277
