Symbol,Name,Exchange,Country,Sector,Industry,Market Cap,Last Sale,Volume,Source,instrument_type,instrument_scope,classification_confidence,classification_reason
INFQ,"Infleqtion, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
INFU,"InfuSystems Holdings, Inc. Common Stock",AMEX,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
INFY,Infosys Limited American Depositary Shares,NYSE,USA,,,,,,otherlisted,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.
ING,"ING Group, N.V. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
INGM,Ingram Micro Holding Corporation Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
INGR,Ingredion Incorporated Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
INLX,"Intellinetics, Inc. Common Stock",AMEX,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
INN,"Summit Hotel Properties, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
INR,"Infinity Natural Resources, Inc. Class A Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
INSP,"Inspire Medical Systems, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
INSW,"International Seaways, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
INTT,inTest Corporation Common Stock,AMEX,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
INUV,"Inuvo, Inc.",AMEX,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.
INVH,Invitation Homes Inc. Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
INVX,"Innovex International, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
IONQ,"IonQ, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
IOR,"Income Opportunity Realty Investors, Inc. Common Stock",AMEX,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
IOT,Samsara Inc. Class A Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
IP,International Paper Company Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
IPI,"Intrepid Potash, Inc Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
IQI,Invesco Quality Municipal Income Trust Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
IQV,"IQVIA Holdings, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
IR,Ingersoll Rand Inc. Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,NYSE,USA,,,,,,otherlisted,REIT,IN_SCOPE,MEDIUM,Security name indicates REIT; keep in scope but evaluate later with specific metrics.
IRS,IRSA Inversiones Y Representaciones S.A. Global Depositary Shares (Each representing ten shares of Common Stock),NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
IRT,"Independence Realty Trust, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ISOU,IsoEnergy Ltd. Common Shares,AMEX,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
IT,"Gartner, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ITGR,Integer Holdings Corporation Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ITP,"IT Tech Packaging, Inc. Common Stock",AMEX,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ITRG,Integra Resources Corp. Common Shares,AMEX,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ITT,ITT Inc. Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ITW,Illinois Tool Works Inc. Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
IVR,INVESCO MORTGAGE CAPITAL INC Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
IVT,InvenTrust Properties Corp. Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
IVZ,Invesco Ltd Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
IX,ORIX Corporation American Depositary Shares,NYSE,USA,,,,,,otherlisted,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.
J,Jacobs Solutions Inc. Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
JACS,Jackson Acquisition Company II Class A Ordinary Shares,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
JAGU,Jaguar Uranium Corp. Class A Common Shares,AMEX,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
JAN,"Janus Living, Inc. Class A-1 Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
JBGS,JBG SMITH Properties Common Shares,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
JBI,"Janus International Group, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
JBK,Lehman ABS 3.50 3.50% Adjustable Corp Backed Tr Certs GS Cap I,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.
JBL,Jabil Inc. Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
JBS,JBS N.V. Class A Common Shares,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
JBTM,JBT Marel Corporation Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
JCE,Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
JCI,Johnson Controls International plc Ordinary Share,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.
JEF,Jefferies Financial Group Inc. Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
JELD,"JELD-WEN Holding, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
JFR,Nuveen Floating Rate Income Fund Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
JGH,Nuveen Global High Income Fund Common Shares of Beneficial Interest,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
JHG,Janus Henderson Group plc Ordinary Shares,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
JHI,John Hancock Investors Trust Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
JHS,John Hancock Income Securities Trust Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
JHX,James Hardie Industries plc. Ordinary Shares,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
JILL,"J. Jill, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
JKS,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares),NYSE,USA,,,,,,otherlisted,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.
JLL,Jones Lang LaSalle Incorporated Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
JLS,Nuveen Mortgage and Income Fund,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.
JMG,JM Group Limited Ordinary Shares,AMEX,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
JMIA,"Jumia Technologies AG American Depositary Shares, each representing two Ordinary Shares",NYSE,USA,,,,,,otherlisted,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.
JMM,Nuveen Multi-Market Income Fund (MA),NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.
JNJ,Johnson & Johnson Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
JOB,GEE Group Inc. Common Stock,AMEX,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
JOBY,"Joby Aviation, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
JOE,St. Joe Company (The) Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
JOF,Japan Smaller Capitalization Fund Inc Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
JPM,JP Morgan Chase & Co. Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
JQC,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.
JRI,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
JRS,Nuveen Real Estate Income Fund Common Shares of Beneficial Interest,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
JXN,Jackson Financial Inc. Class A Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KAI,Kadant Inc Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KAPA,"Kairos Pharma, Ltd. Common Stock",AMEX,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KB,KB Financial Group Inc,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.
KBDC,"Kayne Anderson BDC, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KBH,KB Home Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KBR,"KBR, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KD,"Kyndryl Holdings, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KEN,Kenon Holdings Ltd. Ordinary Shares,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KEP,Korea Electric Power Corporation Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KEX,Kirby Corporation Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KEY,KeyCorp Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KEYS,Keysight Technologies Inc. Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KF,"Korea Fund, Inc. (The) New Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KFRC,"Kforce, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KFY,Korn Ferry Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KGC,Kinross Gold Corporation Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KGS,"Kodiak Gas Services, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KIM,Kimco Realty Corporation (HC) Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KIO,KKR Income Opportunities Fund Common Shares,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KKR,KKR & Co. Inc. Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KLAR,Klarna Group plc Ordinary Shares,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KLC,"KinderCare Learning Companies, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KMI,"Kinder Morgan, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KMPB,Kemper Corporation 5.875% Fixed-Rate Reset Junior Subordinated Debentures due 2062,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.
KMPR,Kemper Corporation,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.
KMT,Kennametal Inc. Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KMX,CarMax Inc,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.
KN,Knowles Corporation Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KNF,Knife Riv Holding Co. Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KNRX,KNOREX LTD. Class A Ordinary Shares,AMEX,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KNSL,"Kinsale Capital Group, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KNTK,Kinetik Holdings Inc. Class A Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KNX,Knight-Swift Transportation Holdings Inc.,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.
KO,Coca-Cola Company (The) Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KODK,Eastman Kodak Company Common New,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.
KOP,Koppers Holdings Inc. Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KORE,"KORE Group Holdings, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KOS,Kosmos Energy Ltd. Common Shares (DE),NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KPET,KPET Ultra Paceline Corporation Class A Ordinary Shares,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KR,Kroger Company (The) Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KRC,Kilroy Realty Corporation Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KREF,KKR Real Estate Finance Trust Inc. Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KRG,Kite Realty Group Trust Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KRMN,Karman Holdings Inc. Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KRO,Kronos Worldwide Inc Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KSS,Kohl's Corporation Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KT,KT Corporation Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KTB,"Kontoor Brands, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KTF,DWS Municipal Income Trust,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS),NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.
KULR,"KULR Technology Group, Inc. Common Stock",AMEX,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KVUE,Kenvue Inc. Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KVYO,"Klaviyo, Inc. Series A Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KW,Kennedy-Wilson Holdings Inc. Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KWR,Quaker Houghton Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KWY,Kingsway Corporation Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
KYN,"Kayne Anderson Energy Infrastructure Fund, Inc.",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.
L,Loews Corporation Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
LAC,Lithium Americas Corp. Common Shares,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
LAD,"Lithia Motors, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
LADR,Ladder Capital Corp Class A Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
LANV,Lanvin Group Holdings Limited Ordinary Shares,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
LAR,Lithium Argentina AG Common Shares,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
LAW,"CS Disco, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
LAZ,"Lazard, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
LB,LandBridge Company LLC Class A Shares Representing Limited Liability Company Interests,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.
LBRT,Liberty Energy Inc. Class A common stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
LC,LendingClub Corporation Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
LCII,LCI Industries,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.
LCLN,"Lincoln International, Inc. Class A Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
LCTX,"Lineage Cell Therapeutics, Inc. Common Stock",AMEX,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
LDI,"loanDepot, Inc. Class A Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
LDOS,"Leidos Holdings, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
LEA,Lear Corporation Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
LEG,"Leggett & Platt, Incorporated Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
LEGO,Legato Merger Corp. IV Ordinary Shares,AMEX,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
LEGT,Legato Merger Corp. III Ordinary Shares,AMEX,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
LEN,Lennar Corporation Class A Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
LEN.B,Lennar Corporation Class B,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.
LEO,"BNY Mellon Strategic Municipals, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
LEU,Centrus Energy Corp. Class A Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
LEVI,Levi Strauss & Co Class A Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
LFT,"Lument Finance Trust, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
LGCY,Legacy Education Inc. Common Stock,AMEX,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
LGI,Lazard Global Total Return and Income Fund Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
LGL,"LGL Group, Inc. (The) Common Stock",AMEX,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
LGPS,LogProstyle Inc. Common Shares,AMEX,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
LH,Labcorp Holdings Inc. Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
LHX,"L3Harris Technologies, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
LII,"Lennox International, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
LION,Lionsgate Studios Corp Common Shares,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
LITB,"LightInTheBox Holding Co., Ltd. American Depositary Shares, each representing twelve ordinary shares",NYSE,USA,,,,,,otherlisted,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.
LLY,Eli Lilly and Company Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
