Symbol,Name,Exchange,Country,Sector,Industry,Market Cap,Last Sale,Volume,Source
PRLB,"Proto Labs, Inc. Common stock",NYSE,USA,,,,,,otherlisted
PRM,"Perimeter Solutions, SA Common Stock",NYSE,USA,,,,,,otherlisted
PRMB,Primo Brands Corporation Class A Common Stock,NYSE,USA,,,,,,otherlisted
PRS,"Prudential Financial, Inc. 5.625% Junior Subordinated Notes due 2058",NYSE,USA,,,,,,otherlisted
PRSU,"Pursuit Attractions and Hospitality, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
PRT,PermRock Royalty Trust Units of Beneficial Interest,NYSE,USA,,,,,,otherlisted
PRU,"Prudential Financial, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
PS,Pershing Square Inc. Common Stock,NYSE,USA,,,,,,otherlisted
PSA,Public Storage Common Stock,NYSE,USA,,,,,,otherlisted
PSBD,Palmer Square Capital BDC Inc. Common Stock,NYSE,USA,,,,,,otherlisted
PSF,"Cohen & Steers Select Preferred and Income Fund, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
PSFE,Paysafe Limited Common Shares,NYSE,USA,,,,,,otherlisted
PSN,Parsons Corporation Common Stock,NYSE,USA,,,,,,otherlisted
PSO,"Pearson, Plc Common Stock",NYSE,USA,,,,,,otherlisted
PSQH,"PSQ Holdings, Inc. Class A Common Stock",NYSE,USA,,,,,,otherlisted
PSQH.W,"PSQ Holdings, Inc. Warrants, each exercisable for one share of Class A common stock at an exercise price of $11.50 per share",NYSE,USA,,,,,,otherlisted
PSTL,"Postal Realty Trust, Inc. Class A Common Stock",NYSE,USA,,,,,,otherlisted
PSUS,"Pershing Square USA, Ltd. Common Shares",NYSE,USA,,,,,,otherlisted
PSX,Phillips 66 Common Stock,NYSE,USA,,,,,,otherlisted
PTA,Cohen & Steers Tax-Advantaged Preferred Securities and Income Fund Common Shares of Beneficial Interest,NYSE,USA,,,,,,otherlisted
PTHS,Pelthos Therapeutics Inc. Common Stock,AMEX,USA,,,,,,otherlisted
PTY,Pimco Corporate & Income Opportunity Fund,NYSE,USA,,,,,,otherlisted
PUK,Prudential Public Limited Company Common Stock,NYSE,USA,,,,,,otherlisted
PUMP,ProPetro Holding Corp. Common Stock,NYSE,USA,,,,,,otherlisted
PVH,PVH Corp. Common Stock,NYSE,USA,,,,,,otherlisted
PVL,Permianville Royalty Trust Units of Beneficial Interest,NYSE,USA,,,,,,otherlisted
PW,Power REIT (MD) Common Stock,AMEX,USA,,,,,,otherlisted
PWR,"Quanta Services, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
PXED,"Phoenix Education Partners, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
PYT,PPlus Tr GSC-2 Tr Ctf Fltg Rate,NYSE,USA,,,,,,otherlisted
PZG,Paramount Gold Nevada Corp. Common Stock,AMEX,USA,,,,,,otherlisted
Q,"Qnity Electronics, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
QBTS,D-Wave Quantum Inc. Common Shares,NYSE,USA,,,,,,otherlisted
QGEN,Qiagen N.V. Common Shares,NYSE,USA,,,,,,otherlisted
QLEP.U,"Quantum Leap Acquisition Corp Units, each consisting of one Class A ordinary share and one redeemable warrant",NYSE,USA,,,,,,otherlisted
QNC,Quantum eMotion Corp. Common Shares,AMEX,USA,,,,,,otherlisted
QRED,QuasarEdge Acquisition Corporation Ordinary Shares,NYSE,USA,,,,,,otherlisted
QRED.R,QuasarEdge Acquisition Corporation Rights to receive one-fourth (1/4) of one Ordinary Share,NYSE,USA,,,,,,otherlisted
QRED.U,"QuasarEdge Acquisition Corporation Units, each consisting of one Ordinary Share and one right entitling the holder to receive one-fourth (1/4) of one Ordinary Share",NYSE,USA,,,,,,otherlisted
QSR,Restaurant Brands International Inc. Common Shares,NYSE,USA,,,,,,otherlisted
QTWO,"Q2 Holdings, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
QUAD,"Quad Graphics, Inc Class A Common Stock",NYSE,USA,,,,,,otherlisted
QXO,"QXO, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
R,"Ryder System, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
RA,Brookfield Real Assets Income Fund Inc. Common Stock,NYSE,USA,,,,,,otherlisted
RAC,Rithm Acquisition Corp. Class A Ordinary Shares,NYSE,USA,,,,,,otherlisted
RAC.U,Rithm Acquisition Corp. Units (each consists of one Class A Ordinary Share and one-third of one redeemable Warrant),NYSE,USA,,,,,,otherlisted
RAC.W,"Rithm Acquisition Corp. Redeemable warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",NYSE,USA,,,,,,otherlisted
RACE,Ferrari N.V. Common Shares,NYSE,USA,,,,,,otherlisted
RAL,Ralliant Corporation Common Stock,NYSE,USA,,,,,,otherlisted
RAMP,"LiveRamp Holdings, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
RBA,"RB Global, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
RBC,RBC Bearings Incorporated Common Stock,NYSE,USA,,,,,,otherlisted
RBLX,Roblox Corporation Class A Common Stock,NYSE,USA,,,,,,otherlisted
RBRK,"Rubrik, Inc. Class A Common Stock",NYSE,USA,,,,,,otherlisted
RC,Ready Capital Corporation Common Stock,NYSE,USA,,,,,,otherlisted
RCD,Ready Capital Corporation 9.00% Senior Notes due 2029,NYSE,USA,,,,,,otherlisted
RCG,"RENN Fund, Inc Common Stock",AMEX,USA,,,,,,otherlisted
RCI,"Rogers Communication, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
RCL,Royal Caribbean Cruises Ltd. Common Stock,NYSE,USA,,,,,,otherlisted
RCS,"PIMCO Strategic Income Fund, Inc.",NYSE,USA,,,,,,otherlisted
RCUS,"Arcus Biosciences, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
RDDT,"Reddit, Inc. Class A Common Stock",NYSE,USA,,,,,,otherlisted
RDN,Radian Group Inc. Common Stock,NYSE,USA,,,,,,otherlisted
RDW,Redwire Corporation Common Stock,NYSE,USA,,,,,,otherlisted
RDY,Dr. Reddy's Laboratories Ltd Common Stock,NYSE,USA,,,,,,otherlisted
REA,"Rare Earths Americas, Inc. Common Stock",AMEX,USA,,,,,,otherlisted
REED,"Reed's, Inc. Common Stock",AMEX,USA,,,,,,otherlisted
REI,"Ring Energy, Inc. Common Stock",AMEX,USA,,,,,,otherlisted
RELX,RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share),NYSE,USA,,,,,,otherlisted
REPX,"Riley Exploration Permian, Inc. Common Stock",AMEX,USA,,,,,,otherlisted
RERE,ATRenew Inc. American Depositary Shares (every three of which representing two Class A ordinary shares),NYSE,USA,,,,,,otherlisted
RES,"RPC, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
REX,REX American Resources Corporation,NYSE,USA,,,,,,otherlisted
REXR,"Rexford Industrial Realty, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
REZI,"Resideo Technologies, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
RF,Regions Financial Corporation Common Stock,NYSE,USA,,,,,,otherlisted
RFI,"Cohen & Steers Total Return Realty Fund, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
RFL,"Rafael Holdings, Inc. Class B Common Stock",NYSE,USA,,,,,,otherlisted
RFM,"RiverNorth Flexible Municipal Income Fund, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
RFMZ,"RiverNorth Flexible Municipal Income Fund II, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
RGA,"Reinsurance Group of America, Incorporated Common Stock",NYSE,USA,,,,,,otherlisted
RGNT,Regentis Biomaterials Ltd. Ordinary Shares,AMEX,USA,,,,,,otherlisted
RGR,"Sturm, Ruger & Company, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
RGT,"Royce Global Trust, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
RH,RH Common Stock,NYSE,USA,,,,,,otherlisted
RHI,Robert Half Inc. Common Stock,NYSE,USA,,,,,,otherlisted
RHLD,Resolute Holdings Management Common Stock,NYSE,USA,,,,,,otherlisted
RHP,"Ryman Hospitality Properties, Inc. (REIT)",NYSE,USA,,,,,,otherlisted
RIG,Transocean Ltd (Switzerland) Common Stock,NYSE,USA,,,,,,otherlisted
RIO,Rio Tinto Plc Common Stock,NYSE,USA,,,,,,otherlisted
RITM,Rithm Capital Corp. Common Stock,NYSE,USA,,,,,,otherlisted
RIV,"RiverNorth Opportunities Fund, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
RJF,"Raymond James Financial, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
RKT,"Rocket Companies, Inc. Class A Common Stock",NYSE,USA,,,,,,otherlisted
RL,Ralph Lauren Corporation Common Stock,NYSE,USA,,,,,,otherlisted
RLGT,"Radiant Logistics, Inc. Common Stock",AMEX,USA,,,,,,otherlisted
RLI,RLI Corp. Common Stock (DE),NYSE,USA,,,,,,otherlisted
RLJ,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value,NYSE,USA,,,,,,otherlisted
RLTY,Cohen & Steers Real Estate Opportunities and Income Fund Common Shares of Beneficial Interest,NYSE,USA,,,,,,otherlisted
RLX,"RLX Technology Inc. American Depositary Shares, each representing the right to receive one (1) Class A ordinary share",NYSE,USA,,,,,,otherlisted
RM,Regional Management Corp. Common Stock,NYSE,USA,,,,,,otherlisted
RMAX,"RE/MAX Holdings, Inc. Class A Common Stock",NYSE,USA,,,,,,otherlisted
RMD,ResMed Inc. Common Stock,NYSE,USA,,,,,,otherlisted
RMI,"RiverNorth Opportunistic Municipal Income Fund, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
RMM,"RiverNorth Managed Duration Municipal Income Fund, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
RMMZ,"RiverNorth Managed Duration Municipal Income Fund II, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
RMT,"Royce Micro-Cap Trust, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
RNG,"RingCentral, Inc. Class A Common Stock",NYSE,USA,,,,,,otherlisted
RNGR,"Ranger Energy Services, Inc. Class A Common Stock",NYSE,USA,,,,,,otherlisted
RNP,"Cohen & Steers REIT and Preferred and Income Fund, Inc. Common Shares",NYSE,USA,,,,,,otherlisted
RNR,RenaissanceRe Holdings Ltd. Common Stock,NYSE,USA,,,,,,otherlisted
RNST,Renasant Corporation Common Stock,NYSE,USA,,,,,,otherlisted
ROG,Rogers Corporation Common Stock,NYSE,USA,,,,,,otherlisted
ROK,"Rockwell Automation, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
ROL,"Rollins, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
ROLR,"High Roller Technologies, Inc. Common Stock",AMEX,USA,,,,,,otherlisted
RPC,"Ridgepost Capital, Inc. Class A Common Stock",NYSE,USA,,,,,,otherlisted
RPM,RPM International Inc. Common Stock,NYSE,USA,,,,,,otherlisted
RPT,Rithm Property Trust Inc. Common stock,NYSE,USA,,,,,,otherlisted
RQI,Cohen & Steers Quality Income Realty Fund Inc Common Shares,NYSE,USA,,,,,,otherlisted
RRC,Range Resources Corporation Common Stock,NYSE,USA,,,,,,otherlisted
RRX,Regal Rexnord Corporation Common Stock,NYSE,USA,,,,,,otherlisted
RS,"Reliance, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
RSF,RiverNorth Capital and Income Fund Common Stock,NYSE,USA,,,,,,otherlisted
RSG,"Republic Services, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
RSI,"Rush Street Interactive, Inc. Class A Common Stock",NYSE,USA,,,,,,otherlisted
RSKD,Riskified Ltd. Class A Ordinary Shares,NYSE,USA,,,,,,otherlisted
RTO,Rentokil Initial plc American Depositary Shares (each representing five (5) Ordinary Shares),NYSE,USA,,,,,,otherlisted
RTX,RTX Corporation Common Stock,NYSE,USA,,,,,,otherlisted
RVI,Robinhood Ventures Fund I Common Shares of Beneficial Interest,NYSE,USA,,,,,,otherlisted
RVLV,"Revolve Group, Inc. Class A Common Stock",NYSE,USA,,,,,,otherlisted
RVP,"Retractable Technologies, Inc. Common Stock",AMEX,USA,,,,,,otherlisted
RVT,"Royce Small-Cap Trust, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
RVTY,"Revvity, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
RWT,"Redwood Trust, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
RWTN,"Redwood Trust, Inc. 9.125% Senior Notes Due 2029",NYSE,USA,,,,,,otherlisted
RWTO,"Redwood Trust, Inc. 9.00% Senior Notes Due 2029",NYSE,USA,,,,,,otherlisted
RWTP,"Redwood Trust, Inc. 9.125% Senior Notes Due 2030",NYSE,USA,,,,,,otherlisted
RWTQ,"Redwood Trust, Inc. 9.500% Senior Notes Due 2030",NYSE,USA,,,,,,otherlisted
RWTS,"Redwood Trust, Inc. 9.75% Senior Notes Due 2031",NYSE,USA,,,,,,otherlisted
RXO,"RXO, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
RY,Royal Bank Of Canada Common Stock,NYSE,USA,,,,,,otherlisted
RYAM,Rayonier Advanced Materials Inc. Common Stock,NYSE,USA,,,,,,otherlisted
RYAN,"Ryan Specialty Holdings, Inc. Class A Common Stock",NYSE,USA,,,,,,otherlisted
RYDE,Ryde Group Ltd. Class A Ordinary Shares,AMEX,USA,,,,,,otherlisted
RYN,Rayonier Inc. REIT Common Stock,NYSE,USA,,,,,,otherlisted
RYZ,Ryerson Holding Corporation Common Stock,NYSE,USA,,,,,,otherlisted
RZB,"Reinsurance Group of America, Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056",NYSE,USA,,,,,,otherlisted
RZC,"Reinsurance Group of America, Incorporated 7.125% Fixed-Rate Reset Subordinated Debentures due 2052",NYSE,USA,,,,,,otherlisted
S,"SentinelOne, Inc. Class A Common Stock",NYSE,USA,,,,,,otherlisted
SA,"Seabridge Gold, Inc. Common Shares New",NYSE,USA,,,,,,otherlisted
SABA,Saba Capital Income & Opportunities Fund II Shares of Beneficial Interest,NYSE,USA,,,,,,otherlisted
SAC,Safeguard Acquisition Corp. Class A Ordinary Shares,NYSE,USA,,,,,,otherlisted
SAC.U,"Safeguard Acquisition Corp. Units, each consisting of one Class A ordinary share and one-half of one redeemable warrant",NYSE,USA,,,,,,otherlisted
SAC.W,"Safeguard Acquisition Corp. Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share",NYSE,USA,,,,,,otherlisted
SACH,Sachem Capital Corp. Common Shares,AMEX,USA,,,,,,otherlisted
SAFE,Safehold Inc. New Common Stock,NYSE,USA,,,,,,otherlisted
SAGU,Shreya Acquisition Group Class A Ordinary Shares,NYSE,USA,,,,,,otherlisted
SAGU.R,"Shreya Acquisition Group Rights, each entitling the holder to receive one-fourth of one Class A Ordinary Share",NYSE,USA,,,,,,otherlisted
SAGU.U,"Shreya Acquisition Group Units, each consisting of one Class A Ordinary Share, one redeemable warrant and one right entitling the holder to one-fourth of one Class A Ordinary Share",NYSE,USA,,,,,,otherlisted
SAGU.W,"Shreya Acquisition Group Redeemable warrants, entitling the holder to purchase one Class A Ordinary Share at $11.50 per share",NYSE,USA,,,,,,otherlisted
SAH,"Sonic Automotive, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
SAJ,Saratoga Investment Corp 8.00% Notes due 2027,NYSE,USA,,,,,,otherlisted
SAM,"Boston Beer Company, Inc. (The) Common Stock",NYSE,USA,,,,,,otherlisted
SAN,"Banco Santander, S.A. Sponsored ADR (Spain)",NYSE,USA,,,,,,otherlisted
SAP,SAP  SE ADS,NYSE,USA,,,,,,otherlisted
SAR,Saratoga Investment Corp New,NYSE,USA,,,,,,otherlisted
SARO,"StandardAero, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
SAT,Saratoga Investment Corp 6.00% Notes due 2027,NYSE,USA,,,,,,otherlisted
SAV,Saratoga Investment Corp 7.50% Notes due 2031,NYSE,USA,,,,,,otherlisted
SAY,Saratoga Investment Corp 8.125% Notes due 2027,NYSE,USA,,,,,,otherlisted
SAZ,Saratoga Investment Corp 8.50% Notes due 2028,NYSE,USA,,,,,,otherlisted
SB,"Safe Bulkers, Inc Common Stock ($0.001 par value)",NYSE,USA,,,,,,otherlisted
SBEV,"Splash Beverage Group, Inc. (NV) Common Stock",AMEX,USA,,,,,,otherlisted
SBH,"Sally Beauty Holdings, Inc. (Name to be changed from Sally Holdings, Inc.) Common Stock",NYSE,USA,,,,,,otherlisted
SBI,Western Asset Intermediate Muni Fund Inc Common Stock,NYSE,USA,,,,,,otherlisted
SBMT,Silver Bow Mining Corp. Common Shares,AMEX,USA,,,,,,otherlisted
SBR,Sabine Royalty Trust Common Stock,NYSE,USA,,,,,,otherlisted
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),NYSE,USA,,,,,,otherlisted
SBSI,"Southside Bancshares, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
SBSW,D/B/A Sibanye-Stillwater Limited ADS,NYSE,USA,,,,,,otherlisted
SBXD,SilverBox Corp IV Class A Ordinary Shares,NYSE,USA,,,,,,otherlisted
SBXD.U,"SilverBox Corp IV Units, each consisting of one Class A ordinary share and one-third of one redeemable warrant",NYSE,USA,,,,,,otherlisted
SBXD.W,"SilverBox Corp IV Redeemable warrants, each whole warrant exercisable for one Class A Ordinary Share at an exercise price of $11.50",NYSE,USA,,,,,,otherlisted
SBXE,SilverBox Corp V Class A Ordinary Shares,NYSE,USA,,,,,,otherlisted
SBXE.U,"SilverBox Corp V Units, each consisting of one Class A Ordinary Share and one-third of one redeemable warrant",NYSE,USA,,,,,,otherlisted
SBXE.W,"SilverBox Corp V Redeemable warrants, each whole warrant exercisable for one Class A Ordinary Share at an exercise price of $11.50",NYSE,USA,,,,,,otherlisted
SCCD,Sachem Capital Corp. 6.00% Notes due 2026,AMEX,USA,,,,,,otherlisted
SCCE,Sachem Capital Corp. 6.00% Notes due 2027,AMEX,USA,,,,,,otherlisted
SCCF,Sachem Capital Corp. 7.125% Notes due 2027,AMEX,USA,,,,,,otherlisted
SCCG,Sachem Capital Corp. 8.00% Notes due 2027,AMEX,USA,,,,,,otherlisted
SCCO,Southern Copper Corporation Common Stock,NYSE,USA,,,,,,otherlisted
SCD,LMP Capital and Income Fund Inc. Common Stock,NYSE,USA,,,,,,otherlisted
SCHW,Charles Schwab Corporation (The) Common Stock,NYSE,USA,,,,,,otherlisted
SCI,Service Corporation International Common Stock,NYSE,USA,,,,,,otherlisted
SCL,Stepan Company Common Stock,NYSE,USA,,,,,,otherlisted
SCM,Stellus Capital Investment Corporation Common Stock,NYSE,USA,,,,,,otherlisted
SD,"SandRidge Energy, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
SDEV,Stablecoin Development Corporation Common Stock,AMEX,USA,,,,,,otherlisted
SDHC,Smith Douglas Homes Corp. Class A Common Stock,NYSE,USA,,,,,,otherlisted
SDHY,PGIM Short Duration High Yield Opportunities Fund Common Shares,NYSE,USA,,,,,,otherlisted
SDRL,Seadrill Limited Common Shares,NYSE,USA,,,,,,otherlisted
SE,"Sea Limited American Depositary Shares, each representing one Class A Ordinary Share",NYSE,USA,,,,,,otherlisted
SEB,Seaboard Corporation Common Stock,AMEX,USA,,,,,,otherlisted
SEG,Seaport Entertainment Group Inc. Common Stock,NYSE,USA,,,,,,otherlisted
SEI,"Solaris Energy Infrastructure, Inc. Class A Common Stock",NYSE,USA,,,,,,otherlisted
SEM,Select Medical Holdings Corporation Common Stock,NYSE,USA,,,,,,otherlisted
SER,"Serina Therapeutics, Inc. Common Stock",AMEX,USA,,,,,,otherlisted
SES,SES AI Corporation Class A Common Stock,NYSE,USA,,,,,,otherlisted
SES.W,"SES AI Corporation Warrants, each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50 per share",NYSE,USA,,,,,,otherlisted
SF,Stifel Financial Corporation Common Stock,NYSE,USA,,,,,,otherlisted
SFB,Stifel Financial Corporation 5.20% Senior Notes due 2047,NYSE,USA,,,,,,otherlisted
SFBS,"ServisFirst Bancshares, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
SFL,SFL Corporation Ltd,NYSE,USA,,,,,,otherlisted
SG,"Sweetgreen, Inc. Class A Common Stock",NYSE,USA,,,,,,otherlisted
SGHC,Super Group (SGHC) Limited Ordinary Shares,NYSE,USA,,,,,,otherlisted
SGI,Somnigroup International Inc. Common Stock,NYSE,USA,,,,,,otherlisted
SGU,Star Group L.P. Common Stock,NYSE,USA,,,,,,otherlisted
SHAK,"Shake Shack, Inc. Class A Common Stock",NYSE,USA,,,,,,otherlisted
SHEL,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares),NYSE,USA,,,,,,otherlisted
SHG,Shinhan Financial Group Co Ltd American Depositary Shares,NYSE,USA,,,,,,otherlisted
SHO,"Sunstone Hotel Investors, Inc. Sunstone Hotel Investors, Inc. Common Shares",NYSE,USA,,,,,,otherlisted
SHW,Sherwin-Williams Company (The) Common Stock,NYSE,USA,,,,,,otherlisted
SI,"Shoulder Innovations, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
SID,Companhia Siderurgica Nacional S.A. Common Stock,NYSE,USA,,,,,,otherlisted
SIF,"SIFCO Industries, Inc. Common Stock",AMEX,USA,,,,,,otherlisted
SIG,Signet Jewelers Limited Common Shares,NYSE,USA,,,,,,otherlisted
SII,Sprott Inc. Common Shares,NYSE,USA,,,,,,otherlisted
SILA,"Sila Realty Trust, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
SIM,"Grupo Simec, S.A.B. de C.V. American Depositary Shares",AMEX,USA,,,,,,otherlisted
SITC,SITE Centers Corp. Common Stock,NYSE,USA,,,,,,otherlisted
SITE,"SiteOne Landscape Supply, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
SJM,The J.M. Smucker Company Common Stock,NYSE,USA,,,,,,otherlisted
SJT,San Juan Basin Royalty Trust Common Stock,NYSE,USA,,,,,,otherlisted
SKE,Skeena Resources Limited Common Shares,NYSE,USA,,,,,,otherlisted
SKIL,Skillsoft Corp. Class A Common Stock,NYSE,USA,,,,,,otherlisted
SKLZ,Skillz Inc. Class A Common Stock,NYSE,USA,,,,,,otherlisted
SKM,"SK Telecom Co., Ltd. Common Stock",NYSE,USA,,,,,,otherlisted
SKT,Tanger Inc. Common Stock,NYSE,USA,,,,,,otherlisted
SKY,"Champion Homes, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
SKYH,Sky Harbour Group Corporation Class A Common Stock,NYSE,USA,,,,,,otherlisted
SKYH.W,"Sky Harbour Group Corporation Warrants, each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50 per share",NYSE,USA,,,,,,otherlisted
SLAI,SOLAI Limited American Depositary Shares (each representing one hundred (100) Class A Ordinary Shares),NYSE,USA,,,,,,otherlisted
SLB,SLB Limited Common Shares,NYSE,USA,,,,,,otherlisted
SLF,Sun Life Financial Inc. Common Stock,NYSE,USA,,,,,,otherlisted
SLG,SL Green Realty Corp Common Stock,NYSE,USA,,,,,,otherlisted
SLGN,Silgan Holdings Inc. Common Stock,NYSE,USA,,,,,,otherlisted
SLI,Standard Lithium Ltd. Common Shares,AMEX,USA,,,,,,otherlisted
SLND,"Southland Holdings, Inc. Common Stock",AMEX,USA,,,,,,otherlisted
SLND.W,"Southland Holdings, Inc. Warrants",AMEX,USA,,,,,,otherlisted
SLQT,"SelectQuote, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
SLSR,Solaris Resources Inc. Common Shares,AMEX,USA,,,,,,otherlisted
SLVM,Sylvamo Corporation Common Stock,NYSE,USA,,,,,,otherlisted
SM,SM Energy Company Common Stock,NYSE,USA,,,,,,otherlisted
SMA,"SmartStop Self Storage REIT, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
SMBK,"SmartFinancial, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
SMC,Summit Midstream Corporation Common Stock,NYSE,USA,,,,,,otherlisted
SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),NYSE,USA,,,,,,otherlisted
SMG,Scotts Miracle-Gro Company (The) Common Stock,NYSE,USA,,,,,,otherlisted
SMHB,ETRACS Monthly Pay 2x Leveraged Small Cap High Dividend ETN Series B,ARCA,USA,,,,,,otherlisted
SMHI,SEACOR Marine Holdings Inc. Common Stock,NYSE,USA,,,,,,otherlisted
SMJF,SMJ International Holdings Inc. Class A Ordinary Shares,AMEX,USA,,,,,,otherlisted
SMP,"Standard Motor Products, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
SMR,NuScale Power Corporation Class A Common Stock,NYSE,USA,,,,,,otherlisted
SMRT,"SmartRent, Inc. Class A Common Stock",NYSE,USA,,,,,,otherlisted
SMWB,Similarweb Ltd. Ordinary Shares,NYSE,USA,,,,,,otherlisted
SN,"SharkNinja, Inc. Ordinary Shares",NYSE,USA,,,,,,otherlisted
SNA,Snap-On Incorporated Common Stock,NYSE,USA,,,,,,otherlisted
SNAP,Snap Inc. Class A Common Stock,NYSE,USA,,,,,,otherlisted
SNDA,"Sonida Senior Living, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
SNDR,"Schneider National, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
SNN,"Smith & Nephew SNATS, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
SNOW,Snowflake Inc. Common Stock,NYSE,USA,,,,,,otherlisted
SNX,TD SYNNEX Corporation Common Stock,NYSE,USA,,,,,,otherlisted
SO,Southern Company (The) Common Stock,NYSE,USA,,,,,,otherlisted
SOAR,"Volato Group, Inc. Class A Common Stock",AMEX,USA,,,,,,otherlisted
SOBO,South Bow Corporation Common Shares,NYSE,USA,,,,,,otherlisted
SOC,Sable Offshore Corp. Common Stock,NYSE,USA,,,,,,otherlisted
SOJC,"Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1, 2077",NYSE,USA,,,,,,otherlisted
SOJD,"Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30, 2080",NYSE,USA,,,,,,otherlisted
SOJE,"Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15, 2060",NYSE,USA,,,,,,otherlisted
SOJF,"Southern Company (The) Series 2025A 6.50% Junior Subordinated Notes due March 15, 2085",NYSE,USA,,,,,,otherlisted
SOLV,Solventum Corporation Common Stock,NYSE,USA,,,,,,otherlisted
SOMN,Southern Company (The) 2025 Series A Corporate Units,NYSE,USA,,,,,,otherlisted
SON,Sonoco Products Company Common Stock,NYSE,USA,,,,,,otherlisted
SONY,Sony Group Corporation American Depositary Shares,NYSE,USA,,,,,,otherlisted
SOR,"Source Capital, Inc. Cmn Shs of BI",NYSE,USA,,,,,,otherlisted
SOS,SOS Limited Class A Ordinary Shares,NYSE,USA,,,,,,otherlisted
SOUL,Soulpower Acquisition Corporation Class A Ordinary Shares,NYSE,USA,,,,,,otherlisted
SOUL.R,"Soulpower Acquisition Corporation Rights, each right entitling the holder to receive one-tenth (1/10) of one Class A Ordinary Share",NYSE,USA,,,,,,otherlisted
SOUL.U,"Soulpower Acquisition Corporation Units, each consisting of one Class A ordinary share and one right",NYSE,USA,,,,,,otherlisted
SPB,"Spectrum Brands Holdings, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
SPCE,"Virgin Galactic Holdings, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
SPE,"Special Opportunities Fund, Inc Common Stock",NYSE,USA,,,,,,otherlisted
SPG,"Simon Property Group, Inc. Common Stock",NYSE,USA,,,,,,otherlisted
SPGI,S&P Global Inc. Common Stock,NYSE,USA,,,,,,otherlisted
