ticker,name,real_decision,balanced_decision,simulated_reasons,weak_reasons,market_cap,price,avg_volume_90d,dollar_volume_90d,transition
BLTE,"Belite Bio, Inc - American Depositary Shares",PASSED,PASSED,,,5746198016.0,143.35,164944,23644722.4,PASSED->PASSED
BLZE,"Backblaze, Inc. - Common Stock",PASSED,WATCHLIST,MARKET_CAP_WATCHLIST_RANGE,,465714336.0,7.76,1649963,12803712.88,PASSED->WATCHLIST
BMBL,Bumble Inc. - common stock,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, PRICE_STRONG_WATCHLIST_RANGE",,430770112.0,2.84,4163617,11824672.28,WATCHLIST->WATCHLIST
BMEA,"Biomea Fusion, Inc. - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",,91820288.0,1.27,1514120,1922932.4,REJECTED->REJECTED
BMGL,Basel Medical Group Ltd - ordinary shares,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,10228841.0,0.5445,451450,245814.525,REJECTED->REJECTED
BMHL,Bluemount Holdings Limited - Class B Ordinary Shares,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE,109736640.0,4.3,2200,9460.0,REJECTED->REJECTED
BMM,Blue Moon Metals Inc. - Common Shares,WATCHLIST,REJECTED,LOW_DOLLAR_VOLUME,,760123968.0,7.25,110652,802227.0,WATCHLIST->REJECTED
BMR,Beamr Imaging Ltd. - Ordinary Share,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",,26866650.0,1.73,108039,186907.47,REJECTED->REJECTED
BMRA,"Biomerica, Inc. - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",,6551370.0,2.12,22931,48613.72,REJECTED->REJECTED
BMRC,Bank of Marin Bancorp - Common Stock,PASSED,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",,420932384.0,26.0,101531,2639806.0,PASSED->WATCHLIST
BMRN,BioMarin Pharmaceutical Inc. - Common Stock,PASSED,PASSED,,,10972756992.0,56.77,2046165,116160787.05,PASSED->PASSED
BNAI,Brand Engagement Network Inc. - Common Stock,WATCHLIST,REJECTED,MARKET_CAP_BELOW_MINIMUM,,144275424.0,22.17,605509,13424134.53,WATCHLIST->REJECTED
BNBX,BNB Plus Corp. - Common Stock,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,3893700.0,0.541,894469,483907.7290000001,REJECTED->REJECTED
BNC,CEA Industries Inc. - Common Stock,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",,92655016.0,2.16,275584,595261.4400000001,REJECTED->REJECTED
BNGO,"Bionano Genomics, Inc. - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,13425750.0,1.17,309295,361875.15,REJECTED->REJECTED
BNKK,"Bonk, Inc. - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",,12481466.0,1.56,264598,412772.88,REJECTED->REJECTED
BNR,Burning Rock Biotech Limited - American Depositary Shares,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,97131816.0,9.21,27839,256397.19000000003,REJECTED->REJECTED
BNRG,Brenmiller Energy Ltd - Ordinary Shares,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",,697291.0,1.29,889253,1147136.37,REJECTED->REJECTED
BNTC,Benitec Biopharma Inc. - Common Stock,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",,362438240.0,10.55,127515,1345283.25,WATCHLIST->WATCHLIST
BNTX,BioNTech SE - American Depositary Shares,PASSED,PASSED,,,22274045952.0,88.08,1203995,106047879.6,PASSED->PASSED
BNZI,"Banzai International, Inc. - Class A Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE,4383710.0,3.01,246920,743229.2,REJECTED->REJECTED
BODI,"The Beachbody Company, Inc. - Class A Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,73721160.0,10.18,78988,804097.84,REJECTED->REJECTED
BOF,BranchOut Food Inc. - Common Stock,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE,57588272.0,3.76,84828,318953.28,REJECTED->REJECTED
BOKF,BOK Financial Corporation - Common Stock,PASSED,PASSED,,,7851406336.0,129.22,327219,42283239.18,PASSED->PASSED
BOLD,"Boundless Bio, Inc. - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,31899038.0,1.42,216841,307914.22,REJECTED->REJECTED
BOLT,"Bolt Biotherapeutics, Inc. - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE,8762345.0,4.56,24573,112052.88,REJECTED->REJECTED
BON,Bon Natural Life Limited - Class A Ordinary Shares,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,12713311.0,1.25,17198,21497.5,REJECTED->REJECTED
BOOM,DMC Global Inc. - Common Stock,WATCHLIST,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",,137959760.0,6.74,311884,2102098.16,WATCHLIST->REJECTED
BOSC,B.O.S. Better Online Solutions - Ordinary Shares,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE,29256712.0,4.15,61223,254075.45,REJECTED->REJECTED
BOT,"RoboStrategy, Inc. - Common Stock",REJECTED,REJECTED,MISSING_MARKET_CAP,,,37.49,867382,32518151.180000003,REJECTED->REJECTED
BOTJ,"Bank of the James Financial Group, Inc. - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,104269632.0,22.95,10196,233998.2,REJECTED->REJECTED
BOXL,Boxlight Corporation - Class A Common Stock,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,2721160.0,0.68,379698,258194.64,REJECTED->REJECTED
BPAC,Blueport Acquisition Ltd - Class A Ordinary Shares,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,74659816.0,10.11,6468,65391.48,REJECTED->REJECTED
BPOP,"Popular, Inc. - Common Stock",PASSED,PASSED,,,9878787072.0,153.07,501774,76806546.17999999,PASSED->PASSED
BPRN,"Princeton Bancorp, Inc. - Common Stock",REJECTED,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE",,239888704.0,35.22,9717,342232.74,REJECTED->REJECTED
BRAG,Bragg Gaming Group Inc. - Common Shares,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",,41523776.0,1.62,39398,63824.76,REJECTED->REJECTED
BRAI,Braiin Limited - Common Stock,WATCHLIST,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,,1498261376.0,7.27,227977,1657392.7899999998,WATCHLIST->WATCHLIST
BRBI,BRBI BR Partners S.A. - ADSs,REJECTED,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE",,308422240.0,11.7499,2969,34885.4531,REJECTED->REJECTED
BRCB,"Black Rock Coffee Bar, Inc. - Class A Common Stock",WATCHLIST,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",,136124944.0,6.31,609365,3845093.15,WATCHLIST->REJECTED
BRFH,Barfresh Food Group Inc. - Common Stock,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",,35838572.0,2.22,8926,19815.72,REJECTED->REJECTED
BRID,Bridgford Foods Corporation - Common Stock,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,66079340.0,7.28,2730,19874.4,REJECTED->REJECTED
BRKR,Bruker Corporation - Common Stock,PASSED,PASSED,,,8584003072.0,56.39,2345474,132261278.86,PASSED->PASSED
BRLS,Borealis Foods Inc. - Class A Common Shares,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",,33697396.0,1.57,268076,420879.32,REJECTED->REJECTED
BRLT,"Brilliant Earth Group, Inc. - Class A Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,120429432.0,1.19,66436,79058.84,REJECTED->REJECTED
BRNS,Barinthus Biotherapeutics plc - American Depositary Shares,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,26637564.0,0.6521,23542,15351.7382,REJECTED->REJECTED
BRR,"ProCap Financial, Inc. - Common Stock",WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, PRICE_STRONG_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",,156692192.0,1.73,1157601,2002649.73,WATCHLIST->WATCHLIST
BRTX,"BioRestorative Therapies, Inc. - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM",,10318660.0,0.405,13846463,5607817.515000001,REJECTED->REJECTED
BRUN,Boost Run Inc. - Class A Common Stock,PASSED,PASSED,,,1790031488.0,29.14,995057,28995960.98,PASSED->PASSED
BRZE,"Braze, Inc. - Class A Common Stock",PASSED,PASSED,,,2580391680.0,22.91,3293296,75449411.36,PASSED->PASSED
BSBK,Bogota Financial Corp. - Common Stock,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,114789792.0,8.93,13415,119795.95,REJECTED->REJECTED
BSET,"Bassett Furniture Industries, Incorporated - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,122963672.0,14.22,30882,439142.04,REJECTED->REJECTED
BSRR,Sierra Bancorp - Common Stock,PASSED,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,,511199904.0,39.085,52536,2053369.56,PASSED->WATCHLIST
BSVN,Bank7 Corp. - Common stock,WATCHLIST,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE",,429131680.0,45.08,12074,544295.9199999999,WATCHLIST->REJECTED
BSY,"Bentley Systems, Incorporated - Class B Common Stock",PASSED,PASSED,,,10004024320.0,32.93,2518531,82935225.83,PASSED->PASSED
BTAI,"BioXcel Therapeutics, Inc. - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",,34119752.0,1.105,1639760,1811934.8,REJECTED->REJECTED
BTBD,"BT Brands, Inc. - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",,7050585.0,1.14,939346,1070854.44,REJECTED->REJECTED
BTBT,"Bit Digital, Inc. - Ordinary Share",WATCHLIST,WATCHLIST,PRICE_STRONG_WATCHLIST_RANGE,,572672320.0,1.64,21744519,35661011.16,WATCHLIST->WATCHLIST
BTCS,BTCS Inc. - Common Stock,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",,64707980.0,1.3,801276,1041658.8,REJECTED->REJECTED
BTCT,BTC Digital Ltd. - Ordinary Shares,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,10278333.0,1.08,89815,97000.2,REJECTED->REJECTED
BTDR,Bitdeer Technologies Group - Ordinary Shares,PASSED,PASSED,,,4250689280.0,17.47,8177725,142864855.75,PASSED->PASSED
BTMD,Biote Corp. - Class A common stock,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",,83194208.0,2.34,270946,634013.64,REJECTED->REJECTED
BTOC,Armlogi Holding Corp. - common stock,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,15223432.0,0.335,419476,140524.46000000002,REJECTED->REJECTED
BTOG,Bit Origin Limited - Class A Ordinary Shares,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",,2624855.0,1.63,572730,933549.9,REJECTED->REJECTED
BTQ,BTQ Technologies Corp. - Common Stock,PASSED,PASSED,PRICE_WEAK_WATCHLIST_RANGE,PRICE_WEAK_WATCHLIST_RANGE,575339008.0,4.07,2568596,10454185.72,PASSED->PASSED
BTSG,"BrightSpring Health Services, Inc. - Common Stock",PASSED,PASSED,,,11324152832.0,57.4,2685279,154135014.6,PASSED->PASSED
BTTC,Black Titan Corp - Ordinary Shares,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,10020398.0,0.93,43679,40621.47,REJECTED->REJECTED
BULL,Webull Corporation - Class A Ordinary Shares,PASSED,PASSED,,,2978184448.0,5.6,13436204,75242742.39999999,PASSED->PASSED
BUSE,First Busey Corporation - Common Stock,PASSED,PASSED,,,2332637952.0,27.58,611506,16865335.48,PASSED->PASSED
BUUU,BUUU Group Limited - Class A Ordinary Share,REJECTED,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE",,273631040.0,16.39,17388,284989.32,REJECTED->REJECTED
BVC,BitVentures Limited - Ordinary Share,REJECTED,REJECTED,LOW_DOLLAR_VOLUME,,1696800128.0,10.1,2573,25987.3,REJECTED->REJECTED
BVFL,"BV Financial, Inc. - Common Stock",REJECTED,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE",,174824512.0,20.19,16646,336082.74000000005,REJECTED->REJECTED
BVS,Bioventus Inc. - Class A Common Stock,PASSED,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,,612442368.0,9.04,552487,4994482.48,PASSED->WATCHLIST
BWAY,BrainsWay Ltd. - American Depositary Shares,PASSED,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,,556884096.0,13.89,165777,2302642.5300000003,PASSED->WATCHLIST
BWB,"Bridgewater Bancshares, Inc. - Common Stock",WATCHLIST,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,,536754848.0,19.25,69017,1328577.25,WATCHLIST->WATCHLIST
BWEN,"Broadwind, Inc. - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE,89169680.0,3.81,731533,2787140.73,REJECTED->REJECTED
BWFG,"Bankwell Financial Group, Inc. - Common Stock",PASSED,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",,427920544.0,53.67,41911,2249363.37,PASSED->WATCHLIST
BWIN,"The Baldwin Insurance Group, Inc. - Class A Common Stock",PASSED,PASSED,,,1938100224.0,19.88,1635366,32511076.08,PASSED->PASSED
BWMN,Bowman Consulting Group Ltd. - Common Stock,PASSED,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,,567950848.0,32.44,153495,4979377.8,PASSED->WATCHLIST
BYAH,"Park Ha Biological Technology Co., Ltd. - Class A Ordinary Shares",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,3413755.0,1.06,91226,96699.56,REJECTED->REJECTED
BYFC,Broadway Financial Corporation - Class A Common Stock,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,89815024.0,9.68,3607,34915.76,REJECTED->REJECTED
BYND,"Beyond Meat, Inc. - Common stock",REJECTED,REJECTED,"PRICE_BELOW_MINIMUM, MARKET_CAP_WATCHLIST_RANGE",,365583904.0,0.7094,55237982,39185824.4308,REJECTED->REJECTED
BYRN,"Byrna Technologies, Inc. - Common Stock",WATCHLIST,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",,134299088.0,5.92,549185,3251175.2,WATCHLIST->REJECTED
BYSI,"BeyondSpring, Inc. - Ordinary Shares",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",,70314896.0,1.71,19206,32842.26,REJECTED->REJECTED
BZ,KANZHUN LIMITED - American Depository Shares,PASSED,PASSED,,,6322262016.0,14.03,4379411,61443136.33,PASSED->PASSED
BZAI,"Blaize Holdings, Inc. - Common Stock",WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, PRICE_STRONG_WATCHLIST_RANGE",,236217088.0,1.66,10141441,16834792.06,WATCHLIST->WATCHLIST
BZFD,"BuzzFeed, Inc. - Class A Common Stock",WATCHLIST,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",,110622960.0,1.4,3300458,4620641.199999999,WATCHLIST->REJECTED
BZUN,Baozun Inc. - American Depositary Shares,WATCHLIST,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE, PRICE_STRONG_WATCHLIST_RANGE",,154040240.0,2.65,366011,969929.15,WATCHLIST->REJECTED
CAAS,"China Automotive Systems, Inc. - Ordinary Share",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE,133656208.0,4.43,30688,135947.84,REJECTED->REJECTED
CABA,"Cabaletta Bio, Inc. - Common Stock",PASSED,PASSED,PRICE_WEAK_WATCHLIST_RANGE,PRICE_WEAK_WATCHLIST_RANGE,529928096.0,3.25,3084863,10025804.75,PASSED->PASSED
CABR,"Caring Brands, Inc. - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,11455297.0,1.26,88933,112055.58,REJECTED->REJECTED
CAC,Camden National Corporation - Common Stock,PASSED,PASSED,,,854191360.0,50.5,100942,5097571.0,PASSED->PASSED
CACC,Credit Acceptance Corporation - Common Stock,PASSED,PASSED,,,5697705472.0,544.71,169446,92298930.66,PASSED->PASSED
CADL,"Candel Therapeutics, Inc. - Common Stock",PASSED,PASSED,,,623529728.0,8.51,1763360,15006193.6,PASSED->PASSED
CAI,"Caris Life Sciences, Inc. - Common Stock",PASSED,PASSED,,,4661404672.0,16.49,2570080,42380619.2,PASSED->PASSED
CAKE,The Cheesecake Factory Incorporated - Common Stock,PASSED,PASSED,,,3285692928.0,66.13,1184736,78346591.67999999,PASSED->PASSED
