row_number,instrument_id,symbol,isin,company_name,exchange,country,provider_before,source_provider_before,source_provider_proposed,identity_match,collision_result,disposition,candidate_action,evidence_blob_sha
1751,nse_india_ee0f29b73d30e2ce,SWANCORP,INE665A01038,SWAN CORP LIMITED,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1752,nse_india_bdc8f73f37bda3e8,SWARAJENG,INE277A01016,Swaraj Engines Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1753,nse_india_5202a2e519528f17,SWELECTES,INE409B01013,Swelect Energy Systems Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1754,nse_india_9b193e32ce24d8f2,SWIGGY,INE00H001014,Swiggy Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1755,nse_india_d82ac9fb6f0a1856,SWSOLAR,INE00M201021,Sterling and Wilson Renewable Energy Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1756,nse_india_0b5354e19a24cc21,SYMPHONY,INE225D01027,Symphony Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1757,nse_india_335a8916c488bd1c,SYNCOMF,INE312C01025,Syncom Formulations (India) Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1758,nse_india_a9f4e6371b2be5c3,SYNGENE,INE398R01022,Syngene International Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1759,nse_india_f7de30f8c8f32022,SYRMA,INE0DYJ01015,Syrma SGS Technology Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1760,nse_india_a3a0133dc0b83b49,TAALTECH,INE524T01011,Taal Tech Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1761,nse_india_6c058be4e0b71f43,TAINWALCHM,INE123C01018,Tainwala Chemical and Plastic (I) Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1762,nse_india_cc530a99fbb6af7e,TAJGVK,INE586B01026,Taj GVK Hotels & Resorts Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1763,nse_india_857b7dc75e17dcd6,TAKE,INE142I01023,Take Solutions Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1764,nse_india_df299f8b41263cfb,TALBROAUTO,INE187D01029,Talbros Automotive Components Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1765,nse_india_598e8c5252c1a453,TANLA,INE483C01032,Tanla Platforms Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1766,nse_india_a19d997a74c5b850,TARACHAND,INE555Z01020,Tara Chand InfraLogistic Solutions Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1767,nse_india_574a396a1d3ab73d,TARAPUR,INE747K01017,Tarapur Transformers Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1768,nse_india_1d17f32aacc02e91,TARC,INE0EK901012,TARC Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1769,nse_india_ace44a0f94e2c28f,TARIL,INE763I01026,Transformers And Rectifiers (India) Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1770,nse_india_22898b901a3e6d17,TARMAT,INE924H01018,Tarmat Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1771,nse_india_8b15b3f18701446c,TARSONS,INE144Z01023,Tarsons Products Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1772,nse_india_c2e310f9cb18ff79,TASTYBITE,INE488B01017,Tasty Bite Eatables Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1773,nse_india_aeee92f8a1a85017,TATACAP,INE976I01016,Tata Capital Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1774,nse_india_f5a329b70e2be3be,TATACHEM,INE092A01019,Tata Chemicals Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1775,nse_india_7f7f93ea53307124,TATACOMM,INE151A01013,Tata Communications Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1776,nse_india_eb0635f958c88e1b,TATACONSUM,INE192A01025,TATA CONSUMER PRODUCTS LIMITED,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1777,nse_india_72e85d44da001311,TATAELXSI,INE670A01012,Tata Elxsi Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1778,nse_india_d727113a2e99abb3,TATAINVEST,INE672A01026,Tata Investment Corporation Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1779,nse_india_3dbcc8252b0be617,TATAPOWER,INE245A01021,Tata Power Company Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1780,nse_india_8c3aa4698a2340be,TATASTEEL,INE081A01020,Tata Steel Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1781,nse_india_95a657c6b837be44,TATATECH,INE142M01025,Tata Technologies Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1782,nse_india_46cea5c978e69519,TATVA,INE0GK401011,Tatva Chintan Pharma Chem Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1783,nse_india_bcf6f37b1f3494b6,TBOTEK,INE673O01025,TBO Tek Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1784,nse_india_fefca7c2d1e5a2dd,TBZ,INE760L01018,Tribhovandas Bhimji Zaveri Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1785,nse_india_7d136bb619600d9b,TCC,INE887D01016,TCC Concept Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1786,nse_india_b463c1d67bfea836,TCI,INE688A01022,Transport Corporation of India Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1787,nse_india_ecab8ba532cfcc51,TCIEXP,INE586V01016,TCI Express Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1788,nse_india_bdf1c5430ed1478a,TCPLPACK,INE822C01015,TCPL Packaging Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1789,nse_india_6fa681b50f4f69bb,TDPOWERSYS,INE419M01027,TD Power Systems Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1790,nse_india_123bd0211b325897,TEAMGTY,INE289C01025,Team India Guaranty Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1791,nse_india_9d100b1b30342874,TEAMLEASE,INE985S01024,Teamlease Services Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1792,nse_india_b48399e9ee21fd0a,TECHM,INE669C01036,Tech Mahindra Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1793,nse_india_70c61fd24a109446,TECHNOE,INE285K01026,Techno Electric & Engineering Company Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1794,nse_india_9424a2b940956cf7,TECHNVISN,INE314H01012,TechNVision Ventures Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1795,nse_india_f98af9f000aebbed,TECILCHEM,INE014B01011,TECIL Chemicals and Hydro Power Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1796,nse_india_ed3d7cb05e82c83a,TEGA,INE011K01018,Tega Industries Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1797,nse_india_85d1d5788e9df0c6,TEJASNET,INE010J01012,Tejas Networks Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1798,nse_india_a5cdc62e1f334e18,TEMBO,INE869Y01028,Tembo Global Industries Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1799,nse_india_a048f8a7b09f6b07,TENNIND,INE19RI01016,Tenneco Clean Air India Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1800,nse_india_72045c357f6e867f,TERASOFT,INE482B01010,Tera Software Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1801,nse_india_c669d37b71d56c22,TEXINFRA,INE435C01024,Texmaco Infrastructure & Holdings Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1802,nse_india_8eb1c2469e05540f,TEXMOPIPES,INE141K01013,Texmo Pipes and Products Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1803,nse_india_1d034fb22a9e9b1b,TEXRAIL,INE621L01012,Texmaco Rail & Engineering Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1804,nse_india_8cbe4e5b0031b841,TFCILTD,INE305A01023,Tourism Finance Corporation of India Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1805,nse_india_bb7e3f5cb884c349,TGBHOTELS,INE797H01018,TGB Banquets And Hotels Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1806,nse_india_8da989baba31845e,THAKDEV,INE403F01017,Thakkers Developers Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1807,nse_india_6517ee6ef8ffb124,THANGAMAYL,INE085J01014,Thangamayil Jewellery Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1808,nse_india_f936c1836bdf7c87,THEJO,INE121N01019,Thejo Engineering Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1809,nse_india_235e3c60a7e2f2dd,THELEELA,INE0AQ201015,Leela Palaces Hotels & Resorts Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1810,nse_india_a6c28ceccc63081c,THEMISMED,INE083B01024,Themis Medicare Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1811,nse_india_f524fe2d69a4d6f8,THERMAX,INE152A01029,Thermax Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1812,nse_india_bd8932b895089e7d,THOMASCOOK,INE332A01027,Thomas Cook (India) Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1813,nse_india_7d69a94d3fbf0b4e,THOMASCOTT,INE480M01011,Thomas Scott (India) Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1814,nse_india_5c8cfacb8d4b1380,THYROCARE,INE594H01019,Thyrocare Technologies Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1815,nse_india_b6f544d2181d65f7,TI,INE133E01013,Tilaknagar Industries Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1816,nse_india_45311aeed2c571e1,TIIL,INE545H01011,Technocraft Industries (India) Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1817,nse_india_746163ab30e69309,TIINDIA,INE974X01010,Tube Investments of India Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1818,nse_india_9d31a3656a7e7cad,TIJARIA,INE440L01017,Tijaria Polypipes Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1819,nse_india_e75cf1cc2511f047,TIL,INE806C01018,TIL Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1820,nse_india_9ec6ef10c21c3d46,TIMETECHNO,INE508G01029,Time Technoplast Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1821,nse_india_e84303168d759388,TIMEX,INE064A01026,Timex Group India Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1822,nse_india_75439ed4d64b3a49,TIMKEN,INE325A01013,Timken India Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1823,nse_india_71ceb854d9052c6c,TINNARUBR,INE015C01016,Tinna Rubber and Infrastructure Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1824,nse_india_4121c6b4dcb7971a,TIPSFILMS,INE0LQS01015,Tips Films Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1825,nse_india_9d5207c8c1d219b4,TIPSMUSIC,INE716B01029,Tips Music Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1826,nse_india_7755601ff956354e,TIRUMALCHM,INE338A01024,Thirumalai Chemicals Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1827,nse_india_fa72dfdab73547ba,TITAGARH,INE615H01020,TITAGARH RAIL SYSTEMS LIMITED,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1828,nse_india_c62f18ab8e05692f,TITAN,INE280A01028,Titan Company Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1829,nse_india_9aedb2c136cd9272,TMCV,INE1TAE01010,Tata Motors Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1830,nse_india_8cbcc511a89f64cb,TMPV,INE155A01022,Tata Motors Passenger Vehicles Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1831,nse_india_22f72b926f8fe77c,TNPETRO,INE148A01019,Tamilnadu PetroProducts Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1832,nse_india_2570d9a2d2e20d47,TNPL,INE107A01015,Tamil Nadu Newsprint & Papers Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
