append_order,source_phase,asx_code,ticker,symbol,name,isin,instrument_class,scope_confidence,validation_decision,match_type,context_match,last_price,business_date,appended_ticker_duplicate_count,appended_isin_duplicate_count,ticker_already_in_current,isin_already_in_current
1002,v2.20G,RG8,RG8.AX,RG8.AX,REGAL ASIAN INVESTMENTS LIMITED,AU0000253510,ordinary_equity,high,net_new_candidate,no_current_match,True,2.74,30/06/2026,1,1,False,False
1003,v2.20G,RF1,RF1.AX,RF1.AX,REGAL INVESTMENT FUND,AU0000045585,ordinary_equity,high,net_new_candidate,no_current_match,True,3.44,30/06/2026,1,1,False,False
1004,v2.20G,RG1,RG1.AX,RG1.AX,REGAL PARTNERS GLOBAL INVESTMENTS LIMITED,AU0000434920,ordinary_equity,high,net_new_candidate,no_current_match,True,2.38,30/06/2026,1,1,False,False
1005,v2.20G,R8R,R8R.AX,R8R.AX,REGENER8 RESOURCES NL,AU0000222887,ordinary_equity,high,net_new_candidate,no_current_match,True,0.115,29/06/2026,1,1,False,False
1006,v2.20G,RGN,RGN.AX,RGN.AX,REGION GROUP,AU0000253502,ordinary_or_equity_like_unclassified,medium,net_new_candidate,no_current_match,True,2.33,30/06/2026,1,1,False,False
1007,v2.20G,RWC,RWC.AX,RWC.AX,RELIANCE WORLDWIDE CORPORATION LIMITED,AU000000RWC7,ordinary_equity,high,net_new_candidate,no_current_match,True,3.91,30/06/2026,1,1,False,False
1008,v2.20G,RNU,RNU.AX,RNU.AX,RENASCOR RESOURCES LIMITED,AU000000RNU8,ordinary_equity,high,net_new_candidate,no_current_match,True,0.053,30/06/2026,1,1,False,False
1009,v2.20G,RNX,RNX.AX,RNX.AX,RENEGADE EXPLORATION LIMITED,AU0000009839,ordinary_equity,high,net_new_candidate,no_current_match,True,0.002,30/06/2026,1,1,False,False
1010,v2.20G,RNV,RNV.AX,RNV.AX,RENERVE LIMITED,AU0000358616,ordinary_equity,high,net_new_candidate,no_current_match,True,0.077,30/06/2026,1,1,False,False
1011,v2.20G,RNT,RNT.AX,RNT.AX,RENT.COM.AU LIMITED,AU000000RNT0,ordinary_equity,high,net_new_candidate,no_current_match,True,0.065,30/06/2026,1,1,False,False
1012,v2.20G,RHT,RHT.AX,RHT.AX,RESONANCE HEALTH LIMITED,AU000000RHT2,ordinary_equity,high,net_new_candidate,no_current_match,True,0.044,30/06/2026,1,1,False,False
1013,v2.20G,RBX,RBX.AX,RBX.AX,RESOURCE BASE LIMITED.,AU0000152803,ordinary_equity,high,net_new_candidate,no_current_match,True,0.025,30/06/2026,1,1,False,False
1014,v2.20G,REZ,REZ.AX,REZ.AX,RESOURCES & ENERGY GROUP LIMITED,AU000000REZ6,ordinary_equity,high,net_new_candidate,no_current_match,True,0.011,30/06/2026,1,1,False,False
1015,v2.20G,RAU,RAU.AX,RAU.AX,RESOURO STRATEGIC METALS INC.,AU0000332553,ordinary_or_equity_like_unclassified,medium,net_new_candidate,no_current_match,True,0.305,30/06/2026,1,1,False,False
1016,v2.20G,RFG,RFG.AX,RFG.AX,RETAIL FOOD GROUP LIMITED,AU000000RFG3,ordinary_equity,high,net_new_candidate,no_current_match,True,0.71,30/06/2026,1,1,False,False
1017,v2.20G,REV,REV.AX,REV.AX,REVOLUTION PRIVATE CREDIT INCOME TRUST,AU0000414286,ordinary_equity,high,net_new_candidate,no_current_match,True,1.99,30/06/2026,1,1,False,False
1018,v2.20G,RWD,RWD.AX,RWD.AX,REWARD MINERALS LTD,AU000000RWD5,ordinary_equity,high,net_new_candidate,no_current_match,True,0.029,29/06/2026,1,1,False,False
1019,v2.20G,RHY,RHY.AX,RHY.AX,RHYTHM BIOSCIENCES LIMITED,AU000000RHY2,ordinary_equity,high,net_new_candidate,no_current_match,True,0.091,30/06/2026,1,1,False,False
1020,v2.20G,RIC,RIC.AX,RIC.AX,RIDLEY CORPORATION LIMITED,AU000000RIC6,ordinary_equity,high,net_new_candidate,no_current_match,True,2.65,30/06/2026,1,1,False,False
1021,v2.20G,RIE,RIE.AX,RIE.AX,RIEDEL RESOURCES LIMITED,AU000000RIE2,ordinary_equity,high,net_new_candidate,no_current_match,True,0.023,30/06/2026,1,1,False,False
1022,v2.20G,RRE,RRE.AX,RRE.AX,RIGHT RESOURCES LIMITED,AU0000422495,ordinary_equity,high,net_new_candidate,no_current_match,True,0.095,30/06/2026,1,1,False,False
1023,v2.20G,RIM,RIM.AX,RIM.AX,RIMFIRE PACIFIC MINING LIMITED,AU000000RIM5,ordinary_equity,high,net_new_candidate,no_current_match,True,0.011,30/06/2026,1,1,False,False
1024,v2.20G,RCR,RCR.AX,RCR.AX,RINCON RESOURCES LIMITED,AU0000116352,ordinary_equity,high,net_new_candidate,no_current_match,True,0.014,30/06/2026,1,1,False,False
1025,v2.20G,RLF,RLF.AX,RLF.AX,RLF AGTECH LTD,AU0000210726,ordinary_equity,high,net_new_candidate,no_current_match,True,0.046,30/06/2026,1,1,False,False
1026,v2.20G,RMY,RMY.AX,RMY.AX,RMA GLOBAL LIMITED,AU0000013906,ordinary_equity,high,net_new_candidate,no_current_match,True,0.027,30/06/2026,1,1,False,False
1027,v2.20G,ZRN,ZRN.AX,ZRN.AX,RODAMCO NORTH AMERICA,AU000000ZRN7,ordinary_or_equity_like_unclassified,medium,net_new_candidate,no_current_match,False,,,1,1,False,False
1028,v2.20G,218,218.AX,218.AX,ROFINA GROUP LIMITED,AU0000101248,ordinary_equity,high,net_new_candidate,no_current_match,False,,,1,1,False,False
1029,v2.20G,RKB,RKB.AX,RKB.AX,ROKEBY RESOURCES LIMITED,AU0000406746,ordinary_equity,high,net_new_candidate,no_current_match,True,0.004,30/06/2026,1,1,False,False
1030,v2.20G,RON,RON.AX,RON.AX,RONIN RESOURCES LTD,AU0000188849,ordinary_equity,high,net_new_candidate,no_current_match,True,0.185,23/06/2026,1,1,False,False
1031,v2.20G,RLG,RLG.AX,RLG.AX,ROOLIFE GROUP LTD,AU0000069726,ordinary_equity,high,net_new_candidate,no_current_match,True,0.002,30/06/2026,1,1,False,False
1032,v2.20G,RXL,RXL.AX,RXL.AX,ROX RESOURCES LIMITED,AU000000RXL6,ordinary_equity,high,net_new_candidate,no_current_match,True,0.395,30/06/2026,1,1,False,False
1033,v2.20G,RTG,RTG.AX,RTG.AX,RTG MINING INC.,AU000000RTG4,ordinary_or_equity_like_unclassified,medium,net_new_candidate,no_current_match,True,0.036,30/06/2026,1,1,False,False
1034,v2.20G,RB6,RB6.AX,RB6.AX,RUBIX RESOURCES LIMITED,AU0000189276,ordinary_equity,high,net_new_candidate,no_current_match,True,0.155,19/06/2026,1,1,False,False
1035,v2.20G,RTR,RTR.AX,RTR.AX,RUMBLE RESOURCES LIMITED,AU000000RTR1,ordinary_equity,high,net_new_candidate,no_current_match,True,0.045,30/06/2026,1,1,False,False
1036,v2.20G,RFF,RFF.AX,RFF.AX,RURAL FUNDS GROUP,AU000000RFF5,ordinary_or_equity_like_unclassified,medium,net_new_candidate,no_current_match,True,1.97,30/06/2026,1,1,False,False
1037,v2.20G,S2R,S2R.AX,S2R.AX,S2 RESOURCES LTD,AU000000S2R9,ordinary_equity,high,net_new_candidate,no_current_match,True,0.063,30/06/2026,1,1,False,False
1038,v2.20G,SRH,SRH.AX,SRH.AX,SAFEROADS HOLDINGS LIMITED,AU000000SRH4,ordinary_equity,high,net_new_candidate,no_current_match,True,0.097,30/06/2026,1,1,False,False
1039,v2.20G,SB2,SB2.AX,SB2.AX,SALTER BROTHERS EMERGING COMPANIES LIMITED,AU0000149429,ordinary_equity,high,net_new_candidate,no_current_match,True,0.58,30/06/2026,1,1,False,False
1040,v2.20G,SLD,SLD.AX,SLD.AX,"SALUDA MEDICAL, INC.",AU0000432114,ordinary_or_equity_like_unclassified,medium,net_new_candidate,no_current_match,True,0.46,30/06/2026,1,1,False,False
1041,v2.20G,SFR,SFR.AX,SFR.AX,SANDFIRE RESOURCES LIMITED,AU000000SFR8,ordinary_equity,high,net_new_candidate,no_current_match,True,19.19,30/06/2026,1,1,False,False
1042,v2.20G,SNC,SNC.AX,SNC.AX,SANDON CAPITAL INVESTMENTS LIMITED,AU000000SNC4,ordinary_equity,high,net_new_candidate,no_current_match,True,0.72,30/06/2026,1,1,False,False
1043,v2.20G,SMI,SMI.AX,SMI.AX,SANTANA MINERALS LIMITED,AU000000SMI3,ordinary_equity,high,net_new_candidate,no_current_match,True,0.46,30/06/2026,1,1,False,False
1044,v2.20G,STO,STO.AX,STO.AX,SANTOS LIMITED,AU000000STO6,ordinary_equity,high,net_new_candidate,no_current_match,True,7.21,30/06/2026,1,1,False,False
1045,v2.20G,SRR,SRR.AX,SRR.AX,SARAMA RESOURCES LTD,AU0000213449,ordinary_or_equity_like_unclassified,medium,net_new_candidate,no_current_match,True,0.032,30/06/2026,1,1,False,False
1046,v2.20G,SVG,SVG.AX,SVG.AX,SAVANNAH GOLDFIELDS LIMITED,AU0000246704,ordinary_equity,high,net_new_candidate,no_current_match,True,0.01,30/06/2026,1,1,False,False
1047,v2.20G,SCP,SCP.AX,SCP.AX,SCALARE PARTNERS HOLDINGS LIMITED,AU0000361503,ordinary_equity,high,net_new_candidate,no_current_match,True,0.05,30/06/2026,1,1,False,False
1048,v2.20G,SCG,SCG.AX,SCG.AX,SCENTRE GROUP,AU000000SCG8,ordinary_equity,high,net_new_candidate,no_current_match,True,3.86,30/06/2026,1,1,False,False
1049,v2.20G,SFC,SFC.AX,SFC.AX,SCHAFFER CORPORATION LIMITED,AU000000SFC0,ordinary_equity,high,net_new_candidate,no_current_match,True,19.15,29/06/2026,1,1,False,False
1050,v2.20G,SBZ,SBZ.AX,SBZ.AX,SCHOOLBLAZER LIMITED,AU0000458531,ordinary_equity,high,net_new_candidate,no_current_match,True,0.175,30/06/2026,1,1,False,False
1051,v2.20G,SDV,SDV.AX,SDV.AX,SCIDEV LTD,AU000000SDV5,ordinary_equity,high,net_new_candidate,no_current_match,True,0.145,30/06/2026,1,1,False,False
1052,v2.20G,SCN,SCN.AX,SCN.AX,SCORPION MINERALS LIMITED,AU0000033326,ordinary_equity,high,net_new_candidate,no_current_match,True,0.026,30/06/2026,1,1,False,False
1053,v2.20G,SCX,SCX.AX,SCX.AX,SCX.AI HOLDINGS LIMITED,AU0000482465,ordinary_equity,high,net_new_candidate,no_current_match,False,,,1,1,False,False
1054,v2.20G,SEA,SEA.AX,SEA.AX,SEA FOREST LIMITED,AU0000430126,ordinary_equity,high,net_new_candidate,no_current_match,True,2.16,30/06/2026,1,1,False,False
1055,v2.20G,SFG,SFG.AX,SFG.AX,SEAFARMS GROUP LIMITED,AU000000SFG1,ordinary_equity,high,net_new_candidate,no_current_match,True,0.002,27/02/2026,1,1,False,False
1056,v2.20G,SEK,SEK.AX,SEK.AX,SEEK LIMITED,AU000000SEK6,ordinary_equity,high,net_new_candidate,no_current_match,True,13.45,30/06/2026,1,1,False,False
1057,v2.20G,SHV,SHV.AX,SHV.AX,SELECT HARVESTS LIMITED,AU000000SHV6,ordinary_equity,high,net_new_candidate,no_current_match,True,3.68,30/06/2026,1,1,False,False
1058,v2.20G,SNS,SNS.AX,SNS.AX,SENSEN NETWORKS LIMITED,AU000000SNS0,ordinary_equity,high,net_new_candidate,no_current_match,True,0.024,30/06/2026,1,1,False,False
1059,v2.20G,SPS,SPS.AX,SPS.AX,SENTERPRISYS LIMITED,AU0000036337,ordinary_equity,high,net_new_candidate,no_current_match,False,,,1,1,False,False
1060,v2.20G,SOX,SOX.AX,SOX.AX,SENTINEL EXPLORATION LTD,AU0000465932,ordinary_equity,high,net_new_candidate,no_current_match,False,,,1,1,False,False
1061,v2.20G,SNM,SNM.AX,SNM.AX,SENTINEL METALS LIMITED,AU0000421307,ordinary_equity,high,net_new_candidate,no_current_match,True,0.69,30/06/2026,1,1,False,False
1062,v2.20G,SEQ,SEQ.AX,SEQ.AX,SEQUOIA FINANCIAL GROUP LTD,AU000000SEQ3,ordinary_equity,high,net_new_candidate,no_current_match,True,0.11,30/06/2026,1,1,False,False
1063,v2.20G,SKO,SKO.AX,SKO.AX,SERKO LIMITED,NZSKOE0001S7,ordinary_equity,high,net_new_candidate,no_current_match,True,1.17,30/06/2026,1,1,False,False
1064,v2.20G,SGH,SGH.AX,SGH.AX,SGH LIMITED,AU0000364754,ordinary_equity,high,net_new_candidate,no_current_match,True,46.64,30/06/2026,1,1,False,False
1065,v2.20G,SHA,SHA.AX,SHA.AX,SHAPE AUSTRALIA CORPORATION LIMITED,AU0000189292,ordinary_equity,high,net_new_candidate,no_current_match,True,7,30/06/2026,1,1,False,False
1066,v2.20G,SSG,SSG.AX,SSG.AX,SHAVER SHOP GROUP LIMITED,AU000000SSG4,ordinary_equity,high,net_new_candidate,no_current_match,True,1.36,30/06/2026,1,1,False,False
1067,v2.20G,SFX,SFX.AX,SFX.AX,SHEFFIELD RESOURCES LIMITED,AU000000SFX6,ordinary_equity,high,net_new_candidate,no_current_match,True,0.045,30/06/2026,1,1,False,False
1068,v2.20G,SHJ,SHJ.AX,SHJ.AX,SHINE JUSTICE LTD,AU000000SHJ1,ordinary_equity,high,net_new_candidate,no_current_match,True,0.595,30/06/2026,1,1,False,False
1069,v2.20G,SHM,SHM.AX,SHM.AX,SHRIRO HOLDINGS LIMITED,AU000000SHM5,ordinary_equity,high,net_new_candidate,no_current_match,True,0.725,30/06/2026,1,1,False,False
1070,v2.20G,SLX,SLX.AX,SLX.AX,SILEX SYSTEMS LIMITED,AU000000SLX4,ordinary_equity,high,net_new_candidate,no_current_match,True,5.3,30/06/2026,1,1,False,False
1071,v2.20G,SVL,SVL.AX,SVL.AX,SILVER MINES LIMITED,AU000000SVL8,ordinary_equity,high,net_new_candidate,no_current_match,True,0.12,30/06/2026,1,1,False,False
1072,v2.20G,SIO,SIO.AX,SIO.AX,SIMONDS GROUP LIMITED,AU000000SIO9,ordinary_equity,high,net_new_candidate,no_current_match,True,0.135,29/06/2026,1,1,False,False
1073,v2.20G,SDR,SDR.AX,SDR.AX,SITEMINDER LIMITED,AU0000183543,ordinary_equity,high,net_new_candidate,no_current_match,True,4.08,30/06/2026,1,1,False,False
1074,v2.20G,SIV,SIV.AX,SIV.AX,SIV CAPITAL LIMITED,AU000000SIV4,ordinary_equity,high,net_new_candidate,no_current_match,True,0.15,17/12/2024,1,1,False,False
1075,v2.20G,SKN,SKN.AX,SKN.AX,SKIN ELEMENTS LIMITED,AU000000SKN7,ordinary_equity,high,net_new_candidate,no_current_match,True,0.006,29/06/2026,1,1,False,False
1076,v2.20G,SK1,SK1.AX,SK1.AX,SKINKANDY LIMITED,AU0000469470,ordinary_equity,high,net_new_candidate,no_current_match,True,2.47,30/06/2026,1,1,False,False
1077,v2.20G,SKS,SKS.AX,SKS.AX,SKS TECHNOLOGIES GROUP LIMITED,AU0000124901,ordinary_equity,high,net_new_candidate,no_current_match,True,9.07,30/06/2026,1,1,False,False
1078,v2.20G,SKC,SKC.AX,SKC.AX,SKYCITY ENTERTAINMENT GROUP LIMITED,NZSKCE0001S2,ordinary_equity,high,net_new_candidate,no_current_match,True,0.46,30/06/2026,1,1,False,False
1079,v2.20G,SPZ,SPZ.AX,SPZ.AX,SMART PARKING LIMITED,AU000000SPZ0,ordinary_equity,high,net_new_candidate,no_current_match,True,0.8,30/06/2026,1,1,False,False
1080,v2.20G,SIQ,SIQ.AX,SIQ.AX,SMARTGROUP CORPORATION LTD,AU000000SIQ4,ordinary_equity,high,net_new_candidate,no_current_match,True,12.79,30/06/2026,1,1,False,False
1081,v2.20G,SLA,SLA.AX,SLA.AX,SOLARA MINERALS LTD,AU0000385841,ordinary_equity,high,net_new_candidate,no_current_match,True,0.087,30/06/2026,1,1,False,False
1082,v2.20G,SET,SET.AX,SET.AX,SOLARIS AUSTRALIAN EQUITY INCOME PLUS LIMITED,AU0000461840,ordinary_equity,high,net_new_candidate,no_current_match,True,2.13,30/06/2026,1,1,False,False
1083,v2.20G,SVR,SVR.AX,SVR.AX,SOLVAR LIMITED,AU0000258782,ordinary_equity,high,net_new_candidate,no_current_match,True,1.48,30/06/2026,1,1,False,False
1084,v2.20G,SMM,SMM.AX,SMM.AX,SOMERSET MINERALS LIMITED,AU0000341232,ordinary_equity,high,net_new_candidate,no_current_match,True,0.007,30/06/2026,1,1,False,False
1085,v2.20G,SOM,SOM.AX,SOM.AX,SOMNOMED LIMITED,AU000000SOM1,ordinary_equity,high,net_new_candidate,no_current_match,True,0.52,30/06/2026,1,1,False,False
1086,v2.20G,SXE,SXE.AX,SXE.AX,SOUTHERN CROSS ELECTRICAL ENGINEERING LTD,AU000000SXE9,ordinary_equity,high,net_new_candidate,no_current_match,True,4.86,30/06/2026,1,1,False,False
1087,v2.20G,SX2,SX2.AX,SX2.AX,SOUTHERN CROSS GOLD CONSOLIDATED LTD.,AU0000367443,ordinary_or_equity_like_unclassified,medium,net_new_candidate,no_current_match,True,8.75,30/06/2026,1,1,False,False
1088,v2.20G,SXL,SXL.AX,SXL.AX,SOUTHERN CROSS MEDIA GROUP LIMITED,AU000000SXL4,ordinary_equity,high,net_new_candidate,no_current_match,True,0.51,30/06/2026,1,1,False,False
1089,v2.20G,SUH,SUH.AX,SUH.AX,SOUTHERN HEMISPHERE MINING LIMITED,AU000000SUH8,ordinary_equity,high,net_new_candidate,no_current_match,True,0.028,30/06/2026,1,1,False,False
1090,v2.20G,SPD,SPD.AX,SPD.AX,SOUTHERN PALLADIUM LIMITED,AU0000220808,ordinary_equity,high,net_new_candidate,no_current_match,True,1.065,30/06/2026,1,1,False,False
1091,v2.20G,SPA,SPA.AX,SPA.AX,SPACETALK LTD,AU0000117285,ordinary_equity,high,net_new_candidate,no_current_match,True,0.125,30/06/2026,1,1,False,False
1092,v2.20G,SPN,SPN.AX,SPN.AX,SPARC TECHNOLOGIES LIMITED,AU0000115750,ordinary_equity,high,net_new_candidate,no_current_match,True,0.275,30/06/2026,1,1,False,False
1093,v2.20G,SPK,SPK.AX,SPK.AX,SPARK NEW ZEALAND LIMITED,NZTELE0001S4,ordinary_equity,high,net_new_candidate,no_current_match,True,1.54,30/06/2026,1,1,False,False
1094,v2.20G,SP3,SP3.AX,SP3.AX,SPECTUR LIMITED,AU000000SP35,ordinary_equity,high,net_new_candidate,no_current_match,True,0.015,30/06/2026,1,1,False,False
1095,v2.20G,SEC,SEC.AX,SEC.AX,SPHERIA EMERGING COMPANIES LIMITED,AU000000SEC3,ordinary_equity,high,net_new_candidate,no_current_match,True,2.3,30/06/2026,1,1,False,False
1096,v2.20G,SIX,SIX.AX,SIX.AX,SPRINTEX LIMITED,AU000000SIX0,ordinary_equity,high,net_new_candidate,no_current_match,True,0.088,30/06/2026,1,1,False,False
1097,v2.20G,SQX,SQX.AX,SQX.AX,SQX RESOURCES LIMITED,AU0000262008,ordinary_equity,high,net_new_candidate,no_current_match,True,0.049,30/06/2026,1,1,False,False
1098,v2.20G,SRJ,SRJ.AX,SRJ.AX,SRJ TECHNOLOGIES GROUP PLC,AU0000100695,ordinary_or_equity_like_unclassified,medium,net_new_candidate,no_current_match,True,0.012,30/06/2026,1,1,False,False
1099,v2.20G,SSH,SSH.AX,SSH.AX,SSH GROUP LTD,AU0000168627,ordinary_equity,high,net_new_candidate,no_current_match,True,0.135,30/06/2026,1,1,False,False
1100,v2.20G,SBM,SBM.AX,SBM.AX,ST BARBARA LIMITED,AU000000SBM8,ordinary_equity,high,net_new_candidate,no_current_match,True,0.46,30/06/2026,1,1,False,False
1101,v2.20G,SGQ,SGQ.AX,SGQ.AX,ST GEORGE MINING LIMITED,AU000000SGQ8,ordinary_equity,high,net_new_candidate,no_current_match,True,0.094,30/06/2026,1,1,False,False
1102,v2.20G,ZSP,ZSP.AX,ZSP.AX,STANDARD & POORS INDICES AUSTRALIA,AU000000ZSP0,ordinary_or_equity_like_unclassified,medium,net_new_candidate,no_current_match,False,,,1,1,False,False
1103,v2.20G,S66,S66.AX,S66.AX,STAR COMBO PHARMA LIMITED,AU0000004798,ordinary_equity,high,net_new_candidate,no_current_match,True,0.135,30/06/2026,1,1,False,False
1104,v2.20G,SMS,SMS.AX,SMS.AX,STAR MINERALS LIMITED,AU0000168874,ordinary_equity,high,net_new_candidate,no_current_match,True,0.0365,30/06/2026,1,1,False,False
1105,v2.20G,SPL,SPL.AX,SPL.AX,STARPHARMA HOLDINGS LIMITED,AU000000SPL0,ordinary_equity,high,net_new_candidate,no_current_match,True,0.7,30/06/2026,1,1,False,False
1106,v2.20G,GAS,GAS.AX,GAS.AX,STATE GAS LIMITED,AU000000GAS2,ordinary_equity,high,net_new_candidate,no_current_match,True,0.017,30/06/2026,1,1,False,False
1107,v2.20G,OZF,OZF.AX,OZF.AX,STATE STREET SPDR S&P/ASX 200 FINANCIALS EX A-REIT ETF,AU000000OZF0,a_reit_equity_like,medium,net_new_candidate,no_current_match,True,30.01,30/06/2026,1,1,False,False
1108,v2.20G,GVF,GVF.AX,GVF.AX,STAUDE CAPITAL GLOBAL VALUE FUND LIMITED,AU000000GVF5,ordinary_equity,high,net_new_candidate,no_current_match,True,1.335,30/06/2026,1,1,False,False
1109,v2.20G,SVY,SVY.AX,SVY.AX,STAVELY MINERALS LIMITED,AU000000SVY1,ordinary_equity,high,net_new_candidate,no_current_match,True,0.015,30/06/2026,1,1,False,False
1110,v2.20G,SRZ,SRZ.AX,SRZ.AX,STELLAR RESOURCES LIMITED,AU000000SRZ6,ordinary_equity,high,net_new_candidate,no_current_match,True,0.029,30/06/2026,1,1,False,False
1111,v2.20G,STP,STP.AX,STP.AX,STEP ONE CLOTHING LIMITED,AU0000181174,ordinary_equity,high,net_new_candidate,no_current_match,True,0.14,30/06/2026,1,1,False,False
1112,v2.20G,STH,STH.AX,STH.AX,STEPCHANGE HOLDINGS LIMITED,AU0000402125,ordinary_equity,high,net_new_candidate,no_current_match,True,0.12,30/06/2026,1,1,False,False
1113,v2.20G,SHE,SHE.AX,SHE.AX,STONEHORSE ENERGY LIMITED,AU0000054900,ordinary_equity,high,net_new_candidate,no_current_match,True,0.01,30/06/2026,1,1,False,False
1114,v2.20G,SKG,SKG.AX,SKG.AX,STORAGE KING GROUP,AU0000477440,ordinary_equity,high,net_new_candidate,no_current_match,True,1.345,30/06/2026,1,1,False,False
1115,v2.20G,SP8,SP8.AX,SP8.AX,STREAMPLAY STUDIO LIMITED,AU0000258816,ordinary_equity,high,net_new_candidate,no_current_match,True,0.008,30/06/2026,1,1,False,False
1116,v2.20G,SRK,SRK.AX,SRK.AX,STRIKE RESOURCES LIMITED,AU000000SRK8,ordinary_equity,high,net_new_candidate,no_current_match,True,0.027,30/06/2026,1,1,False,False
1117,v2.20G,SMN,SMN.AX,SMN.AX,STRUCTURAL MONITORING SYSTEMS PLC,AU000000SMN3,ordinary_or_equity_like_unclassified,medium,net_new_candidate,no_current_match,True,0.36,30/06/2026,1,1,False,False
1118,v2.20G,SUG,SUG.AX,SUG.AX,SUGAR TERMINALS LIMITED,AU000000SUG0,ordinary_equity,high,net_new_candidate,no_current_match,False,,,1,1,False,False
1119,v2.20G,SLZ,SLZ.AX,SLZ.AX,SULTAN RESOURCES LTD,AU0000016883,ordinary_equity,high,net_new_candidate,no_current_match,True,0.008,30/06/2026,1,1,False,False
1120,v2.20G,SNZ,SNZ.AX,SNZ.AX,SUMMERSET GROUP HOLDINGS LIMITED,NZSUME0001S0,ordinary_equity,high,net_new_candidate,no_current_match,True,6.91,30/06/2026,1,1,False,False
1121,v2.20G,SS1,SS1.AX,SS1.AX,SUN SILVER LIMITED,AU0000330474,ordinary_equity,high,net_new_candidate,no_current_match,True,0.865,30/06/2026,1,1,False,False
1122,v2.20G,SUL,SUL.AX,SUL.AX,SUPER RETAIL GROUP LIMITED,AU000000SUL0,ordinary_equity,high,net_new_candidate,no_current_match,True,13.18,30/06/2026,1,1,False,False
1123,v2.20G,SPQ,SPQ.AX,SPQ.AX,SUPERIOR RESOURCES LIMITED,AU000000SPQ9,ordinary_equity,high,net_new_candidate,no_current_match,True,0.004,30/06/2026,1,1,False,False
1124,v2.20G,SLC,SLC.AX,SLC.AX,SUPERLOOP LIMITED,AU000000SLC8,ordinary_equity,high,net_new_candidate,no_current_match,True,3.3,30/06/2026,1,1,False,False
1125,v2.20G,SRN,SRN.AX,SRN.AX,SUREFIRE RESOURCES NL,AU000000SRN2,ordinary_equity,high,net_new_candidate,no_current_match,True,0.021,30/06/2026,1,1,False,False
1126,v2.20G,STV,STV.AX,STV.AX,SWIFT TV LTD,AU0000440786,ordinary_equity,high,net_new_candidate,no_current_match,True,0.006,30/06/2026,1,1,False,False
1127,v2.20G,SYL,SYL.AX,SYL.AX,SYMAL GROUP LIMITED,AU0000361883,ordinary_equity,high,net_new_candidate,no_current_match,True,2.92,30/06/2026,1,1,False,False
1128,v2.20G,SOP,SOP.AX,SOP.AX,SYNERTEC CORPORATION LIMITED,BMG8651T1201,ordinary_equity,high,net_new_candidate,no_current_match,True,0.03,30/06/2026,1,1,False,False
1129,v2.20G,SYR,SYR.AX,SYR.AX,SYRAH RESOURCES LIMITED,AU000000SYR9,ordinary_equity,high,net_new_candidate,no_current_match,True,0.105,30/06/2026,1,1,False,False
1130,v2.20G,TAH,TAH.AX,TAH.AX,TABCORP HOLDINGS LIMITED,AU000000TAH8,ordinary_equity,high,net_new_candidate,no_current_match,True,0.835,30/06/2026,1,1,False,False
1131,v2.20G,T88,T88.AX,T88.AX,TAITON RESOURCES LIMITED,AU0000243750,ordinary_equity,high,net_new_candidate,no_current_match,True,0.031,30/06/2026,1,1,False,False
1132,v2.20G,TOV,TOV.AX,TOV.AX,TAKEOVERS PANEL,AU000000TOV0,ordinary_or_equity_like_unclassified,medium,net_new_candidate,no_current_match,False,,,1,1,False,False
1133,v2.20G,TLG,TLG.AX,TLG.AX,TALGA GROUP LTD,AU000000TLG7,ordinary_equity,high,net_new_candidate,no_current_match,True,0.2,30/06/2026,1,1,False,False
1134,v2.20G,TD1,TD1.AX,TD1.AX,TALI DIGITAL LIMITED,AU0000074221,ordinary_equity,high,net_new_candidate,no_current_match,True,0.063,30/06/2026,1,1,False,False
1135,v2.20G,TR2,TR2.AX,TR2.AX,TALI RESOURCES LTD,AU0000402265,ordinary_equity,high,net_new_candidate,no_current_match,True,0.3,30/06/2026,1,1,False,False
1136,v2.20G,TLM,TLM.AX,TLM.AX,TALISMAN MINING LIMITED,AU000000TLM5,ordinary_equity,high,net_new_candidate,no_current_match,True,0.067,30/06/2026,1,1,False,False
1137,v2.20G,TXR,TXR.AX,TXR.AX,TALONX RESOURCES LIMITED,AU0000450611,ordinary_equity,high,net_new_candidate,no_current_match,True,0.005,30/06/2026,1,1,False,False
1138,v2.20G,TWD,TWD.AX,TWD.AX,TAMAWOOD LIMITED,AU000000TWD1,ordinary_equity,high,net_new_candidate,no_current_match,True,2.56,30/06/2026,1,1,False,False
1139,v2.20G,TMB,TMB.AX,TMB.AX,TAMBOURAH METALS LTD,AU0000161879,ordinary_equity,high,net_new_candidate,no_current_match,True,0.026,30/06/2026,1,1,False,False
1140,v2.20G,TAM,TAM.AX,TAM.AX,TANAMI GOLD NL,AU000000TAM8,ordinary_equity,high,net_new_candidate,no_current_match,True,0.057,30/06/2026,1,1,False,False
1141,v2.20G,TR8,TR8.AX,TR8.AX,TARRINA RESOURCES LIMITED,AU0000427221,ordinary_equity,high,net_new_candidate,no_current_match,True,0.016,30/06/2026,1,1,False,False
1142,v2.20G,TAT,TAT.AX,TAT.AX,TARTANA MINERALS LIMITED,AU0000330250,ordinary_equity,high,net_new_candidate,no_current_match,True,0.018,30/06/2026,1,1,False,False
