ticker,company_name,exchange,country,source_provider,source_file,instrument_type,instrument_scope,classification_confidence,classification_reason,sector,industry,market_cap,raw_cik,raw_exchange,provider_precedence,merge_action,merge_reason,isin,currency,mic,source_version,source_url,hkex_category,hkex_subcategory,hkex_board_lot,provider,source_phase,symbol,security_name,instrument_id,product_assignment_group_description,asset_type
TG6.AX,TG METALS LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000217689,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,TG6.AX,TG METALS LIMITED,TG6,ORDINARY FULLY PAID,ordinary_equity
A2M.AX,THE A2 MILK COMPANY LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,NZATME0002S8,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,A2M.AX,THE A2 MILK COMPANY LIMITED,A2M,ORDINARY FULLY PAID,ordinary_equity
AU1.AX,THE AGENCY GROUP AUSTRALIA LTD,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000AU12,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,AU1.AX,THE AGENCY GROUP AUSTRALIA LTD,AU1,ORDINARY FULLY PAID,ordinary_equity
WAG.AX,THE AUSTRALIAN WEALTH ADVISORS GROUP LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000307902,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,WAG.AX,THE AUSTRALIAN WEALTH ADVISORS GROUP LIMITED,WAG,ORDINARY FULLY PAID,ordinary_equity
CC2.AX,THE COCA COLA COMPANY (KKO) (NYSE),ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity_like,ordinary_or_equity_like_unclassified,medium,ASX v2.20F net_new_candidate; instrument_class=ordinary_or_equity_like_unclassified; match_type=no_current_match; context_match=False,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000CC20,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,CC2.AX,THE COCA COLA COMPANY (KKO) (NYSE),CC2,THE COCA COLA COMPANY (KO) (NYSE),ordinary_or_equity_like_unclassified
HPC.AX,THE HYDRATION PHARMACEUTICALS COMPANY LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000187957,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,HPC.AX,THE HYDRATION PHARMACEUTICALS COMPANY LIMITED,HPC,ORDINARY FULLY PAID,ordinary_equity
KOA.AX,THE KOALA COMPANY LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000459869,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,KOA.AX,THE KOALA COMPANY LIMITED,KOA,ORDINARY FULLY PAID,ordinary_equity
TLC.AX,THE LOTTERY CORPORATION LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000219529,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,TLC.AX,THE LOTTERY CORPORATION LIMITED,TLC,ORDINARY FULLY PAID,ordinary_equity
SGR.AX,THE STAR ENTERTAINMENT GROUP LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000SGR6,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,SGR.AX,THE STAR ENTERTAINMENT GROUP LIMITED,SGR,ORDINARY FULLY PAID,ordinary_equity
TGM.AX,THETA GOLD MINES LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000035701,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,TGM.AX,THETA GOLD MINES LIMITED,TGM,ORDINARY FULLY PAID,ordinary_equity
TEK.AX,THORNEY TECHNOLOGIES LTD,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000TEK4,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,TEK.AX,THORNEY TECHNOLOGIES LTD,TEK,ORDINARY FULLY PAID,ordinary_equity
1TT.AX,THRIVE TRIBE TECHNOLOGIES LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000276271,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,1TT.AX,THRIVE TRIBE TECHNOLOGIES LIMITED,1TT,ORDINARY FULLY PAID,ordinary_equity
TIA.AX,TIAN AN AUSTRALIA LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000TIA6,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,TIA.AX,TIAN AN AUSTRALIA LIMITED,TIA,ORDINARY FULLY PAID,ordinary_equity
TML.AX,TIMAH RESOURCES LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000TML5,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,TML.AX,TIMAH RESOURCES LIMITED,TML,ORDINARY FULLY PAID,ordinary_equity
TNY.AX,TINYBEANS GROUP LTD,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000TNY6,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,TNY.AX,TINYBEANS GROUP LTD,TNY,ORDINARY FULLY PAID,ordinary_equity
TTM.AX,TITAN MINERALS LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000TTM8,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,TTM.AX,TITAN MINERALS LIMITED,TTM,ORDINARY FULLY PAID,ordinary_equity
TSL.AX,TITANIUM SANDS LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000TSL2,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,TSL.AX,TITANIUM SANDS LIMITED,TSL,ORDINARY FULLY PAID,ordinary_equity
TTT.AX,TITOMIC LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000TTT3,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,TTT.AX,TITOMIC LIMITED,TTT,ORDINARY FULLY PAID,ordinary_equity
TVN.AX,TIVAN LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000265217,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,TVN.AX,TIVAN LIMITED,TVN,ORDINARY FULLY PAID,ordinary_equity
TOU.AX,TLOU ENERGY LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000TOU2,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,TOU.AX,TLOU ENERGY LIMITED,TOU,ORDINARY FULLY PAID,ordinary_equity
TMK.AX,TMK ENERGY LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000TMK7,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,TMK.AX,TMK ENERGY LIMITED,TMK,ORDINARY FULLY PAID,ordinary_equity
TOK.AX,TOLU MINERALS LIMITED.,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,PG0000000656,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,TOK.AX,TOLU MINERALS LIMITED.,TOK,ORDINARY FULLY PAID,ordinary_equity
TEE.AX,TOP END ENERGY LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000189300,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,TEE.AX,TOP END ENERGY LIMITED,TEE,ORDINARY FULLY PAID,ordinary_equity
TOR.AX,TORQUE METALS LIMITED..,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000147266,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,TOR.AX,TORQUE METALS LIMITED..,TOR,ORDINARY FULLY PAID,ordinary_equity
TRE.AX,TOUBANI RESOURCES LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000241416,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,TRE.AX,TOUBANI RESOURCES LIMITED,TRE,ORDINARY FULLY PAID,ordinary_equity
TVL.AX,TOUCH VENTURES LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000175424,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,TVL.AX,TOUCH VENTURES LIMITED,TVL,ORDINARY FULLY PAID,ordinary_equity
THL.AX,TOURISM HOLDINGS RENTALS LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,NZHELE0001S9,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,THL.AX,TOURISM HOLDINGS RENTALS LIMITED,THL,ORDINARY FULLY PAID FOREIGN EXEMPT NZX,ordinary_equity
TWR.AX,TOWER LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,NZTWRE0011S2,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,TWR.AX,TOWER LIMITED,TWR,ORDINARY FULLY PAID FOREIGN EXEMPT NZX,ordinary_equity
ZHS.AX,TRACKER FUND OF HONG KONG,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity_like,ordinary_or_equity_like_unclassified,medium,ASX v2.20F net_new_candidate; instrument_class=ordinary_or_equity_like_unclassified; match_type=no_current_match; context_match=False,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000ZHS7,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,ZHS.AX,TRACKER FUND OF HONG KONG,ZHS,TRACKER FUND OF HONG KONG,ordinary_or_equity_like_unclassified
TRJ.AX,TRAJAN GROUP HOLDINGS LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000150526,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,TRJ.AX,TRAJAN GROUP HOLDINGS LIMITED,TRJ,ORDINARY FULLY PAID,ordinary_equity
TCO.AX,TRANSMETRO CORPORATION LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000TCO0,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,TCO.AX,TRANSMETRO CORPORATION LIMITED,TCO,ORDINARY FULLY PAID,ordinary_equity
TCL.AX,TRANSURBAN GROUP,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000TCL6,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,TCL.AX,TRANSURBAN GROUP,TCL,FULLY PAID ORDINARY/UNITS STAPLED SECURITIES,ordinary_equity
TWE.AX,TREASURY WINE ESTATES LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000TWE9,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,TWE.AX,TREASURY WINE ESTATES LIMITED,TWE,ORDINARY FULLY PAID,ordinary_equity
TKM.AX,TREK METALS LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity_like,ordinary_or_equity_like_unclassified,medium,ASX v2.20F net_new_candidate; instrument_class=ordinary_or_equity_like_unclassified; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000TKM7,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,TKM.AX,TREK METALS LIMITED,TKM,CHESS DEPOSITARY INTERESTS 1:1,ordinary_or_equity_like_unclassified
TGF.AX,TRIBECA GLOBAL NATURAL RESOURCES LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000023202,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,TGF.AX,TRIBECA GLOBAL NATURAL RESOURCES LIMITED,TGF,ORDINARY FULLY PAID,ordinary_equity
TBR.AX,TRIBUNE RESOURCES LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000TBR5,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,TBR.AX,TRIBUNE RESOURCES LIMITED,TBR,ORDINARY FULLY PAID,ordinary_equity
TON.AX,TRITON MINERALS LTD,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000TON7,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,TON.AX,TRITON MINERALS LTD,TON,ORDINARY FULLY PAID,ordinary_equity
TRM.AX,TRUSCOTT MINING CORPORATION LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000TRM2,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,TRM.AX,TRUSCOTT MINING CORPORATION LIMITED,TRM,ORDINARY FULLY PAID,ordinary_equity
TUA.AX,TUAS LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000089724,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,TUA.AX,TUAS LIMITED,TUA,ORDINARY FULLY PAID,ordinary_equity
TGN.AX,TUNGSTEN MINING NL,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000TGN3,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,TGN.AX,TUNGSTEN MINING NL,TGN,ORDINARY FULLY PAID,ordinary_equity
TCG.AX,TURACO GOLD LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000169039,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,TCG.AX,TURACO GOLD LIMITED,TCG,ORDINARY FULLY PAID,ordinary_equity
TRA.AX,TURNERS AUTOMOTIVE GROUP LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,NZVNLE0001S1,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,TRA.AX,TURNERS AUTOMOTIVE GROUP LIMITED,TRA,ORDINARY FULLY PAID FOREIGN EXEMPT NZX,ordinary_equity
TSR.AX,TURNSTONE RESOURCES LTD,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000460404,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,TSR.AX,TURNSTONE RESOURCES LTD,TSR,ORDINARY FULLY PAID,ordinary_equity
