row_number,local_code_raw_text,company_name,market_segment,industry,source_date
3724,8077,TORQ Inc.,Standard Market(Domestic),6050,20260630
3725,8078,"HANWA CO.,LTD.",Prime Market (Domestic),6050,20260630
3726,8079,SHOEI FOODS CORPORATION,Prime Market (Domestic),6050,20260630
3727,8081,KANADEN CORPORATION,Prime Market (Domestic),6050,20260630
3728,8084,RYODEN CORPORATION,Prime Market (Domestic),6050,20260630
3729,8085,"NARASAKI SANGYO CO.,LTD.",Standard Market(Domestic),6050,20260630
3730,8086,NIPRO CORPORATION,Prime Market (Domestic),3750,20260630
3731,8088,IWATANI CORPORATION,Prime Market (Domestic),6050,20260630
3732,8089,Nice Corporation,Standard Market(Domestic),6050,20260630
3733,8091,"NICHIMO CO.,LTD.",Prime Market (Domestic),6050,20260630
3734,8093,"Kyokuto Boeki Kaisha,Limited",Prime Market (Domestic),6050,20260630
3735,8095,"Astena Holdings Co.,Ltd.",Prime Market (Domestic),6050,20260630
3736,8097,"SAN-AI OBBLI CO.,LTD.",Prime Market (Domestic),6050,20260630
3737,8098,"Inabata & Co.,Ltd.",Prime Market (Domestic),6050,20260630
3738,8101,GSI Creos Corporation,Prime Market (Domestic),6050,20260630
3739,8103,Meiwa Corporation,Prime Market (Domestic),6050,20260630
3740,8104,KUWAZAWA Holdings Corporation,Standard Market(Domestic),6050,20260630
3741,8105,Bitcoin Japan Corporation,Standard Market(Domestic),6050,20260630
3742,8107,KIMURATAN CORPORATION,Standard Market(Domestic),3100,20260630
3743,8111,Goldwin Inc.,Prime Market (Domestic),3100,20260630
3744,8113,UNICHARM CORPORATION,Prime Market (Domestic),3200,20260630
3745,8115,"MOONBAT Co.,Ltd.",Standard Market(Domestic),6050,20260630
3746,8117,CENTRAL AUTOMOTIVE PRODUCTS LTD.,Standard Market(Domestic),6050,20260630
3747,8118,"KING Co.,Ltd.",Standard Market(Domestic),3100,20260630
3748,8119,SANYEI CORPORATION,Standard Market(Domestic),6050,20260630
3749,8123,"T.KAWABE & CO.,LTD.",Standard Market(Domestic),6050,20260630
3750,8125,"Wakita & Co.,LTD.",Prime Market (Domestic),6050,20260630
3751,8127,YAMATO INTERNATIONAL INC.,Standard Market(Domestic),3100,20260630
3752,8129,"TOHO HOLDINGS CO.,LTD.",Prime Market (Domestic),6050,20260630
3753,8130,Sangetsu Corporation,Prime Market (Domestic),6050,20260630
3754,8131,"Mitsuuroko Group Holdings Co.,Ltd.",Standard Market(Domestic),6050,20260630
3755,8132,"SHINANEN HOLDINGS CO.,LTD.",Prime Market (Domestic),6050,20260630
3756,8133,"ITOCHU ENEX CO.,LTD.",Prime Market (Domestic),6050,20260630
3757,8135,ZETT CORPORATION,Standard Market(Domestic),6050,20260630
3758,8136,"Sanrio Company,Ltd.",Prime Market (Domestic),6050,20260630
3759,8137,SUN-WA TECHNOS CORPORATION,Prime Market (Domestic),6050,20260630
3760,8138,SANKYO KASEI CORPORATION,Standard Market(Domestic),6050,20260630
3761,8139,NAGAHORI CORPORATION,Standard Market(Domestic),6050,20260630
3762,8141,"Shinko Shoji Co.,Ltd.",Prime Market (Domestic),6050,20260630
3763,8142,"TOHO Co.,Ltd.",Prime Market (Domestic),6050,20260630
3764,8143,"LAPINE CO.,LTD.",Standard Market(Domestic),3100,20260630
3765,8144,"Denkyo Group Holdings Co.,Ltd.",Standard Market(Domestic),6050,20260630
3766,8147,TOMITA CO.LTD.,Standard Market(Domestic),6050,20260630
3767,8150,"SANSHIN ELECTRONICS CO.,LTD.",Prime Market (Domestic),6050,20260630
3768,8151,TOYO Corporation,Prime Market (Domestic),6050,20260630
3769,8152,SOMAR CORPORATION,Standard Market(Domestic),6050,20260630
3770,8153,"MOS FOOD SERVICES,INC.",Prime Market (Domestic),6050,20260630
3771,8154,"KAGA ELECTRONICS CO.,LTD.",Prime Market (Domestic),6050,20260630
3772,8157,"TSUZUKI DENKI CO.,LTD.",Prime Market (Domestic),5250,20260630
3773,8158,"SODA NIKKA CO.,LTD.",Prime Market (Domestic),6050,20260630
3774,8159,"TACHIBANA ELETECH CO.,LTD.",Prime Market (Domestic),6050,20260630
3775,8160,"KISOJI CO.,LTD.",Prime Market (Domestic),6100,20260630
3776,8163,"SRS HOLDINGS CO.,LTD.",Prime Market (Domestic),6100,20260630
3777,8165,"SENSHUKAI CO.,LTD.",Standard Market(Domestic),6100,20260630
3778,8166,"Taka-Q Co.,Ltd.",Standard Market(Domestic),6100,20260630
3779,8167,"RETAIL PARTNERS CO.,LTD.",Prime Market (Domestic),6100,20260630
3780,8173,Joshin Corporation,Prime Market (Domestic),6100,20260630
3781,8174,"NIPPON GAS CO.,LTD.",Prime Market (Domestic),6100,20260630
3782,8179,"ROYAL HOLDINGS Co., Ltd.",Prime Market (Domestic),6100,20260630
3783,8181,"Totenko Co.,Ltd.",Standard Market(Domestic),6100,20260630
3784,8185,"CHIYODA CO.,LTD.",Prime Market (Domestic),6100,20260630
3785,8194,LIFE CORPORATION,Prime Market (Domestic),6100,20260630
3786,8198,"Maxvalu Tokai Co.,Ltd.",Standard Market(Domestic),6100,20260630
3787,8200,"RINGER HUT CO.,LTD.",Prime Market (Domestic),6100,20260630
3788,8202,"Laox Holdings CO.,LTD.",Standard Market(Domestic),6100,20260630
3789,8203,MrMax Holdings Ltd.,Prime Market (Domestic),6100,20260630
3790,8207,"TEN ALLIED Co.,Ltd.",Standard Market(Domestic),6100,20260630
3791,8214,AOKI Holdings Inc.,Prime Market (Domestic),6100,20260630
3792,8217,"OKUWA CO.,LTD.",Prime Market (Domestic),6100,20260630
3793,8218,"KOMERI CO.,LTD.",Prime Market (Domestic),6100,20260630
3794,8219,"AOYAMA TRADING Co.,Ltd.",Prime Market (Domestic),6100,20260630
3795,8225,"Takachiho Co.,Ltd.",Standard Market(Domestic),6050,20260630
3796,8226,RIKEI CORPORATION,Standard Market(Domestic),6050,20260630
3797,8227,"SHIMAMURA Co.,Ltd.",Prime Market (Domestic),6100,20260630
3798,8230,"HASEGAWA CO.,LTD.",Standard Market(Domestic),6100,20260630
3799,8233,"Takashimaya Company,Limited",Prime Market (Domestic),6100,20260630
3800,8237,"MATSUYA CO.,LTD.",Prime Market (Domestic),6100,20260630
3801,8242,H2O RETAILING CORPORATION,Prime Market (Domestic),6100,20260630
3802,8244,"Kintetsu Department Store CO.,Ltd.",Standard Market(Domestic),6100,20260630
3803,8247,"Daiwa Co.,Ltd.",Standard Market(Domestic),6100,20260630
3804,8252,"MARUI GROUP CO.,LTD.",Prime Market (Domestic),6100,20260630
3805,8253,"Credit Saison Co.,Ltd.",Prime Market (Domestic),7200,20260630
3806,8254,"Saikaya Department Store Co.,Ltd.",Standard Market(Domestic),6100,20260630
3807,8255,Axial Retailing Inc.,Prime Market (Domestic),6100,20260630
3808,8260,"IZUTSUYA CO.,LTD.",Standard Market(Domestic),6100,20260630
3809,8267,"AEON CO.,LTD.",Prime Market (Domestic),6100,20260630
3810,8273,"IZUMI CO.,LTD.",Prime Market (Domestic),6100,20260630
3811,8275,FORVAL CORPORATION,Standard Market(Domestic),6050,20260630
3812,8276,"HEIWADO CO.,LTD.",Prime Market (Domestic),6100,20260630
3813,8278,"FUJI CO.,LTD.",Prime Market (Domestic),6100,20260630
3814,8281,"XEBIO holdings CO.,LTD.",Prime Market (Domestic),6100,20260630
3815,8282,K'S HOLDINGS CORPORATION,Prime Market (Domestic),6100,20260630
3816,8283,PALTAC CORPORATION,Prime Market (Domestic),6050,20260630
3817,8285,"MITANI SANGYO CO.,LTD.",Standard Market(Domestic),6050,20260630
3818,8291,"NISSAN TOKYO SALES HOLDINGS CO.,LTD.",Standard Market(Domestic),6100,20260630
3820,8303,"SBI Shinsei Bank,Limited",Prime Market (Domestic),7050,20260630
3821,8304,"Aozora Bank,Ltd.",Prime Market (Domestic),7050,20260630
3822,8306,"Mitsubishi UFJ Financial Group,Inc.",Prime Market (Domestic),7050,20260630
3823,8308,"Resona Holdings, Inc.",Prime Market (Domestic),7050,20260630
3824,8309,"Sumitomo Mitsui Trust Group,Inc.",Prime Market (Domestic),7050,20260630
3825,8316,"Sumitomo Mitsui Financial Group,Inc.",Prime Market (Domestic),7050,20260630
3826,8331,"The Chiba Bank,Ltd.",Prime Market (Domestic),7050,20260630
3827,8334,"The Gunma Bank,Ltd.",Prime Market (Domestic),7050,20260630
3828,8336,"The Musashino Bank,Ltd.",Prime Market (Domestic),7050,20260630
3829,8337,"The Chiba Kogyo Bank,Ltd.",Prime Market (Domestic),7050,20260630
3830,8338,"Tsukuba Bank,Ltd.",Prime Market (Domestic),7050,20260630
3831,8341,"The 77 Bank,Ltd.",Prime Market (Domestic),7050,20260630
3832,8343,"THE AKITA BANK,LTD.",Prime Market (Domestic),7050,20260630
3833,8344,"The Yamagata Bank,Ltd.",Prime Market (Domestic),7050,20260630
3834,8345,"The Bank of Iwate,Ltd.",Prime Market (Domestic),7050,20260630
3835,8346,"The Toho Bank,Ltd.",Prime Market (Domestic),7050,20260630
3836,8349,"THE TOHOKU BANK,LTD.",Standard Market(Domestic),7050,20260630
3837,8354,"Fukuoka Financial Group,Inc.",Prime Market (Domestic),7050,20260630
3838,8358,Suruga Bank Ltd.,Prime Market (Domestic),7050,20260630
3839,8359,"Hachijuni Nagano Bank,Ltd.",Prime Market (Domestic),7050,20260630
3840,8360,"The Yamanashi Chuo Bank,Ltd.",Prime Market (Domestic),7050,20260630
3841,8361,"The Ogaki Kyoritsu Bank,Ltd.",Prime Market (Domestic),7050,20260630
3842,8362,"The Fukui Bank,Ltd.",Prime Market (Domestic),7050,20260630
3843,8364,"THE SHIMIZU BANK,LTD.",Prime Market (Domestic),7050,20260630
3844,8365,"The Bank of Toyama,Ltd.",Standard Market(Domestic),7050,20260630
3845,8366,"THE SHIGA BANK,LTD.",Prime Market (Domestic),7050,20260630
3846,8367,"The Nanto Bank,Ltd.",Prime Market (Domestic),7050,20260630
3847,8368,"The Hyakugo Bank,Ltd.",Prime Market (Domestic),7050,20260630
3848,8370,"The Kiyo Bank,Ltd.",Prime Market (Domestic),7050,20260630
3849,8377,"Hokuhoku Financial Group, Inc.",Prime Market (Domestic),7050,20260630
3850,8381,"The San-in Godo Bank,Ltd.",Prime Market (Domestic),7050,20260630
3851,8383,"THE TOTTORI BANK,LTD.",Standard Market(Domestic),7050,20260630
3852,8386,"The Hyakujushi Bank,Ltd.",Prime Market (Domestic),7050,20260630
3853,8387,"The Shikoku Bank, Ltd.",Prime Market (Domestic),7050,20260630
3854,8388,"The Awa Bank,Ltd.",Prime Market (Domestic),7050,20260630
3855,8392,"THE OITA BANK,LTD.",Prime Market (Domestic),7050,20260630
3856,8393,"The Miyazaki Bank,Ltd.",Prime Market (Domestic),7050,20260630
3857,8395,THE BANK OF SAGA LTD.,Prime Market (Domestic),7050,20260630
3858,8399,"Bank of The Ryukyus,Limited",Prime Market (Domestic),7050,20260630
3859,8410,"Seven Bank,Ltd.",Prime Market (Domestic),7050,20260630
3860,8411,"Mizuho Financial Group,Inc.",Prime Market (Domestic),7050,20260630
3861,8416,"THE BANK OF KOCHI,LTD.",Standard Market(Domestic),7050,20260630
3862,8418,"Yamaguchi Financial Group,Inc.",Prime Market (Domestic),7050,20260630
3864,8424,"Fuyo General Lease Co.,Ltd.",Prime Market (Domestic),7200,20260630
3865,8425,"Mizuho Leasing Company,Limited",Prime Market (Domestic),7200,20260630
3866,8439,Tokyo Century Corporation,Prime Market (Domestic),7200,20260630
3867,8473,"SBI Holdings,Inc.",Prime Market (Domestic),7100,20260630
3868,8508,"J Trust Co.,Ltd.",Standard Market(Domestic),7200,20260630
3869,8511,"Japan Securities Finance Co.,Ltd.",Prime Market (Domestic),7200,20260630
3870,8518,"Japan Asia Investment Company,Limited",Standard Market(Domestic),7100,20260630
3871,8522,"The Bank of Nagoya,Ltd.",Prime Market (Domestic),7050,20260630
3872,8524,"North Pacific Bank,Ltd.",Prime Market (Domestic),7050,20260630
3873,8537,"THE TAIKO BANK,LTD.",Standard Market(Domestic),7050,20260630
3874,8541,"The Ehime Bank,Ltd.",Prime Market (Domestic),7050,20260630
3875,8542,"TOMATO BANK,LTD.",Standard Market(Domestic),7050,20260630
3876,8544,"The Keiyo Bank,Ltd.",Prime Market (Domestic),7050,20260630
3877,8550,"THE TOCHIGI BANK,LTD.",Prime Market (Domestic),7050,20260630
3878,8551,"The Kita-Nippon Bank,Ltd.",Prime Market (Domestic),7050,20260630
3879,8558,"THE TOWA BANK,LTD.",Prime Market (Domestic),7050,20260630
3880,8562,"THE FUKUSHIMA BANK,LTD.",Standard Market(Domestic),7050,20260630
3881,8563,"THE DAITO BANK,LTD.",Standard Market(Domestic),7050,20260630
3882,8566,"RICOH LEASING COMPANY,LTD.",Prime Market (Domestic),7200,20260630
3883,8570,"AEON Financial Service Co.,Ltd.",Prime Market (Domestic),7200,20260630
3884,8572,"ACOM CO.,LTD.",Standard Market(Domestic),7200,20260630
3885,8584,"JACCS CO.,LTD.",Prime Market (Domestic),7200,20260630
3886,8585,Orient Corporation,Prime Market (Domestic),7200,20260630
3887,8591,ORIX CORPORATION,Prime Market (Domestic),7200,20260630
3888,8593,Mitsubishi HC Capital Inc.,Prime Market (Domestic),7200,20260630
3889,8595,"JAFCO Group Co.,Ltd.",Prime Market (Domestic),7100,20260630
3890,8596,"KYUSHU LEASING SERVICE CO.,LTD.",Standard Market(Domestic),7200,20260630
3891,8600,"TOMONY Holdings,Inc.",Prime Market (Domestic),7050,20260630
3892,8601,Daiwa Securities Group Inc.,Prime Market (Domestic),7100,20260630
3893,8604,"Nomura Holdings, Inc.",Prime Market (Domestic),7100,20260630
3894,8609,OKASAN SECURITIES GROUP INC.,Prime Market (Domestic),7100,20260630
3895,8613,"Marusan Securities Co.,Ltd.",Prime Market (Domestic),7100,20260630
3896,8614,"TOYO SECURITIES CO.,LTD.",Prime Market (Domestic),7100,20260630
3897,8616,"Tokai Tokyo Financial Holdings,Inc.",Prime Market (Domestic),7100,20260630
3898,8617,"The Kosei Securities Co.,Ltd.",Standard Market(Domestic),7100,20260630
3899,8622,"Mito Securities Co.,Ltd.",Prime Market (Domestic),7100,20260630
3900,8624,"Ichiyoshi Securities Co.,Ltd.",Prime Market (Domestic),7100,20260630
3901,8628,"MATSUI SECURITIES CO.,LTD.",Prime Market (Domestic),7100,20260630
3902,8630,"Sompo Holdings,Inc.",Prime Market (Domestic),7150,20260630
3903,8697,"Japan Exchange Group,Inc.",Prime Market (Domestic),7200,20260630
3904,8698,"Monex Group,Inc.",Prime Market (Domestic),7100,20260630
3905,8699,"HS Holdings Co.,Ltd.",Standard Market(Domestic),7100,20260630
3906,8700,"Maruhachi Securities Co.,Ltd.",Standard Market(Domestic),7100,20260630
3907,8704,"TRADERS HOLDINGS CO.,LTD.",Standard Market(Domestic),7100,20260630
3908,8705,"Nissan Securities Group Co.,Ltd.",Standard Market(Domestic),7100,20260630
3909,8706,"KYOKUTO SECURITIES CO.,LTD.",Prime Market (Domestic),7100,20260630
3910,8707,"IwaiCosmo Holdings,Inc.",Prime Market (Domestic),7100,20260630
3911,8708,"AIZAWA SECURITIES GROUP CO.,LTD.",Prime Market (Domestic),7100,20260630
3912,8713,FIDEA Holdings Co.Ltd.,Prime Market (Domestic),7050,20260630
3913,8714,"Senshu Ikeda Holdings,Inc.",Prime Market (Domestic),7050,20260630
3914,8715,"Anicom Holdings,Inc.",Prime Market (Domestic),7150,20260630
3915,8725,"MS&AD Insurance Group Holdings,Inc.",Prime Market (Domestic),7150,20260630
3916,8729,Sony Financial Group Inc.,Prime Market (Domestic),7150,20260630
3917,8737,Akatsuki Corp.,Standard Market(Domestic),7100,20260630
3918,8739,"SPARX Group Co.,Ltd.",Prime Market (Domestic),7100,20260630
3919,8742,"KOBAYASHI YOKO CO.,LTD.",Standard Market(Domestic),7100,20260630
3920,8746,unbanked inc.,Standard Market(Domestic),7100,20260630
3921,8747,"YUTAKA TRUSTY SECURITIES CO.,LTD.",Standard Market(Domestic),7100,20260630
3922,8750,"Daiichi Life Group,Inc.",Prime Market (Domestic),7150,20260630
3923,8766,"Tokio Marine Holdings,Inc.",Prime Market (Domestic),7150,20260630
3924,8769,"Advantage Risk Management Co.,Ltd.",Standard Market(Domestic),9050,20260630
3925,8771,"eGuarantee,Inc.",Prime Market (Domestic),7200,20260630
3926,8772,"ASAX CO.,LTD.",Standard Market(Domestic),7200,20260630
3927,8783,"abc Co.,Ltd.",Standard Market(Domestic),7200,20260630
3928,8789,FinTech Global Incorporated,Standard Market(Domestic),7200,20260630
3929,8793,NEC Capital Solutions Limited,Prime Market (Domestic),7200,20260630
3930,8795,"T&D Holdings, Inc.",Prime Market (Domestic),7150,20260630
3931,8798,"Advance Create Co.,Ltd.",Prime Market (Domestic),7150,20260630
3932,8801,"Mitsui Fudosan Co.,Ltd.",Prime Market (Domestic),8050,20260630
3933,8802,"Mitsubishi Estate Company,Limited",Prime Market (Domestic),8050,20260630
3934,8803,"HEIWA REAL ESTATE CO.,LTD.",Prime Market (Domestic),8050,20260630
3935,8804,"Tokyo Tatemono Co.,Ltd.",Prime Market (Domestic),8050,20260630
3936,8818,"Keihanshin Building Co.,Ltd.",Prime Market (Domestic),8050,20260630
3937,8830,"Sumitomo Realty & Development Co.,Ltd.",Prime Market (Domestic),8050,20260630
3938,8835,TAIHEIYO KOUHATSU INCORPORATED,Standard Market(Domestic),6050,20260630
3939,8836,RISE Inc.,Standard Market(Domestic),8050,20260630
3940,8841,"TOC Co.,Ltd.",Standard Market(Domestic),8050,20260630
3941,8844,"COSMOS INITIA Co.,Ltd.",Standard Market(Domestic),8050,20260630
3942,8848,LEOPALACE21 CORPORATION,Prime Market (Domestic),8050,20260630
3943,8850,STARTS CORPORATION INC.,Prime Market (Domestic),8050,20260630
3944,8860,FUJI CORPORATION LIMITED,Prime Market (Domestic),8050,20260630
3945,8864,"AIRPORT FACILITIES Co.,LTD.",Standard Market(Domestic),8050,20260630
3946,8869,Meiwa Estate Company Limited,Standard Market(Domestic),8050,20260630
3947,8871,"GOLDCREST Co.,Ltd.",Standard Market(Domestic),8050,20260630
3948,8876,"Relo Group,Inc.",Prime Market (Domestic),9050,20260630
3949,8877,ESLEAD CORPORATION,Prime Market (Domestic),8050,20260630
3950,8881,"NISSHIN GROUP HOLDINGS Company,Limited",Prime Market (Domestic),8050,20260630
3951,8887,"SYLA Holdings Co.,Ltd.",Standard Market(Domestic),8050,20260630
3952,8891,"AMG HOLDINGS CO.,LTD.",Standard Market(Domestic),8050,20260630
3953,8892,ES-CON JAPAN Ltd.,Prime Market (Domestic),8050,20260630
3954,8894,"REVOLUTION CO.,LTD.",Standard Market(Domestic),8050,20260630
3955,8897,"MIRARTH HOLDINGS,Inc.",Prime Market (Domestic),8050,20260630
3956,8898,CENTURY21 REAL ESTATE OF JAPAN LTD.,Standard Market(Domestic),8050,20260630
3957,8904,"AVANTIA CO.,LTD.",Standard Market(Domestic),8050,20260630
3958,8908,"MAINICHI COMNET CO.,LTD.",Standard Market(Domestic),8050,20260630
3959,8912,Area Quest Inc.,Standard Market(Domestic),8050,20260630
3960,8914,"Arealink Co.,Ltd.",Standard Market(Domestic),8050,20260630
3961,8917,"First Juken Co.,Ltd.",Standard Market(Domestic),8050,20260630
3962,8918,"LAND Co.,Ltd.",Standard Market(Domestic),8050,20260630
3963,8919,"KATITAS CO.,LTD",Prime Market (Domestic),8050,20260630
3964,8920,"TOSHO CO.,LTD.",Standard Market(Domestic),9050,20260630
3966,8923,TOSEI CORPORATION,Prime Market (Domestic),8050,20260630
3967,8927,"MEIHO ENTERPRISE CO.,LTD.",Standard Market(Domestic),8050,20260630
3968,8928,ANABUKI KOSAN INC.,Standard Market(Domestic),8050,20260630
3969,8929,"Aoyama Zaisan Networks Company,Limited",Standard Market(Domestic),8050,20260630
3970,8931,WADAKOHSAN CORPORATION,Standard Market(Domestic),8050,20260630
3971,8934,"Sun Frontier Fudousan Co.,Ltd.",Prime Market (Domestic),8050,20260630
3972,8935,"FJ NEXT HOLDINGS CO.,LTD.",Prime Market (Domestic),8050,20260630
3973,8938,"GLOME Holdings,Inc.",Growth Market(Domestic),8050,20260630
3974,8944,"LAND BUSINESS CO.,LTD.",Standard Market(Domestic),8050,20260630
3975,8945,SUNNEXTA GROUP Inc.,Standard Market(Domestic),8050,20260630
3976,8946,ASIAN STAR CO.,Standard Market(Domestic),8050,20260630
4001,8995,"Makoto Construction CO,Ltd",Standard Market(Domestic),8050,20260630
4002,8996,"HouseFreedom Co.,Ltd.",Standard Market(Domestic),8050,20260630
4003,8999,Grandy House Corporation,Prime Market (Domestic),8050,20260630
4004,9001,"TOBU RAILWAY CO.,LTD.",Prime Market (Domestic),5050,20260630
4005,9003,"Sotetsu Holdings,Inc.",Prime Market (Domestic),5050,20260630
4006,9005,TOKYU CORPORATION,Prime Market (Domestic),5050,20260630
4007,9006,Keikyu Corporation,Prime Market (Domestic),5050,20260630
4008,9007,"Odakyu Electric Railway Co.,Ltd.",Prime Market (Domestic),5050,20260630
4009,9008,Keio Corporation,Prime Market (Domestic),5050,20260630
4010,9009,"Keisei Electric Railway Co.,Ltd.",Prime Market (Domestic),5050,20260630
4011,9010,"FUJI KYUKO CO.,LTD.",Prime Market (Domestic),5050,20260630
4012,9012,"Chichibu Railway Co.,Ltd.",Standard Market(Domestic),5050,20260630
4013,9017,"Niigata Kotsu Co.,Ltd.",Standard Market(Domestic),5050,20260630
4014,9020,East Japan Railway Company,Prime Market (Domestic),5050,20260630
4015,9021,West Japan Railway Company,Prime Market (Domestic),5050,20260630
4016,9022,Central Japan Railway Company,Prime Market (Domestic),5050,20260630
4017,9023,"Tokyo Metro Co.,Ltd.",Prime Market (Domestic),5050,20260630
4018,9024,SEIBU HOLDINGS INC.,Prime Market (Domestic),5050,20260630
4019,9025,"Konoike Transport Co.,Ltd.",Prime Market (Domestic),5050,20260630
4020,9028,"ZERO CO.,LTD.",Standard Market(Domestic),5050,20260630
4021,9029,"HIGASHI HOLDINGS CO.,LTD.",Standard Market(Domestic),5050,20260630
4022,9031,"Nishi-Nippon Railroad Co.,Ltd.",Prime Market (Domestic),5050,20260630
4023,9033,"Hiroshima Electric Railway Co.,Ltd.",Standard Market(Domestic),5050,20260630
4024,9034,"NANSO Transport Co.,Ltd.",Standard Market(Domestic),5050,20260630
4025,9036,"TOHBU NETWORK CO.,LTD.",Standard Market(Domestic),5050,20260630
4026,9037,"HAMAKYOREX CO.,LTD.",Prime Market (Domestic),5050,20260630
4027,9039,"Sakai Moving Service Co.,Ltd.",Prime Market (Domestic),5050,20260630
4028,9041,"Kintetsu Group Holdings Co.,Ltd.",Prime Market (Domestic),5050,20260630
4029,9042,"Hankyu Hanshin Holdings,Inc.",Prime Market (Domestic),5050,20260630
4030,9044,"NANKAI Co.,Ltd.",Prime Market (Domestic),5050,20260630
4031,9045,"Keihan Holdings Co.,Ltd.",Prime Market (Domestic),5050,20260630
4032,9046,"Kobe Electric Railway Co.,Ltd.",Standard Market(Domestic),5050,20260630
4033,9048,"Nagoya Railroad Co., Ltd.",Prime Market (Domestic),5050,20260630
4034,9049,"Keifuku Electric Railroad Co.,Ltd.",Standard Market(Domestic),5050,20260630
4035,9051,"SENKON LOGISTICS CO.,LTD",Standard Market(Domestic),5050,20260630
4036,9052,"Sanyo Electric Railway Co.,Ltd.",Prime Market (Domestic),5050,20260630
4037,9057,"ENSHU TRUCK CO.,LTD.",Standard Market(Domestic),5050,20260630
4038,9059,"Kanda Holdings Co.,Ltd.",Standard Market(Domestic),5050,20260630
4039,9060,JAPAN LOGISTIC SYSTEMS CORP.,Standard Market(Domestic),5050,20260630
4040,9063,"Okayamaken Freight Transportation CO.,LTD.",Standard Market(Domestic),5050,20260630
4041,9064,"YAMATO HOLDINGS CO.,LTD.",Prime Market (Domestic),5050,20260630
4042,9065,SANKYU INC.,Prime Market (Domestic),5050,20260630
4043,9068,"Maruzen Showa Unyu Co.,Ltd.",Prime Market (Domestic),5050,20260630
4044,9069,"SENKO Group Holdings Co.,Ltd.",Prime Market (Domestic),5050,20260630
4045,9072,"NIKKON Holdings Co.,Ltd.",Prime Market (Domestic),5050,20260630
4046,9073,"Kyogoku unyu shoji Co.,Ltd.",Standard Market(Domestic),5050,20260630
4047,9074,"Japan Oil Transportation Co.,Ltd.",Standard Market(Domestic),5050,20260630
4048,9075,"FUKUYAMA TRANSPORTING CO.,LTD.",Prime Market (Domestic),5050,20260630
4049,9076,"SEINO HOLDINGS CO.,LTD.",Prime Market (Domestic),5050,20260630
4050,9081,"Kanagawa Chuo Kotsu Co.,Ltd.",Prime Market (Domestic),5050,20260630
4051,9082,"Daiwa Motor Transportation Co.,Ltd.",Standard Market(Domestic),5050,20260630
4052,9083,"Shinki Bus Co.,Ltd.",Standard Market(Domestic),5050,20260630
4053,9087,TAKASE CORPORATION,Standard Market(Domestic),5050,20260630
4054,9090,AZ-COM MARUWA Holdings Inc.,Prime Market (Domestic),5050,20260630
4055,9101,Nippon Yusen Kabushiki Kaisha,Prime Market (Domestic),5100,20260630
4056,9104,"Mitsui O.S.K.Lines,Ltd.",Prime Market (Domestic),5100,20260630
4057,9107,"Kawasaki Kisen Kaisha,Ltd.",Prime Market (Domestic),5100,20260630
4058,9110,"NS United Kaiun Kaisha,Ltd.",Prime Market (Domestic),5100,20260630
4059,9115,"Meiji Shipping Group Co.,Ltd.",Standard Market(Domestic),5100,20260630
4060,9119,"IINO KAIUN KAISHA,LTD.",Prime Market (Domestic),5100,20260630
4061,9127,"TAMAI STEAMSHIP CO.,LTD.",Standard Market(Domestic),5100,20260630
4062,9130,"KYOEI TANKER CO.,LTD.",Standard Market(Domestic),5100,20260630
4063,9142,Kyushu Railway Company,Prime Market (Domestic),5050,20260630
4064,9143,"SG HOLDINGS CO.,LTD.",Prime Market (Domestic),5050,20260630
4065,9145,"BEING HOLDINGS CO.,LTD.",Standard Market(Domestic),5050,20260630
4067,9147,"NIPPON EXPRESS HOLDINGS,INC.",Prime Market (Domestic),5050,20260630
4070,9158,CUC Inc.,Growth Market(Domestic),9050,20260630
4071,9159,W TOKYO Inc.,Growth Market(Domestic),9050,20260630
4072,9160,"ON THE PAGE,Inc.",Standard Market(Domestic),9050,20260630
4073,9162,"Bleach,Inc.",Growth Market(Domestic),9050,20260630
4074,9163,Nareru Group Inc.,Growth Market(Domestic),9050,20260630
4075,9165,"Qualtec Co.,Ltd.",Growth Market(Domestic),9050,20260630
4076,9166,GENDA Inc.,Growth Market(Domestic),9050,20260630
4077,9168,"Rise Consulting Group,Inc.",Growth Market(Domestic),9050,20260630
4079,9171,"Kuribayashi Steamship Co.,Ltd.",Standard Market(Domestic),5100,20260630
4080,9173,"Tokai Kisen Co.,Ltd.",Standard Market(Domestic),5100,20260630
4081,9193,"Tokyo Kisen Co.,Ltd.",Standard Market(Domestic),5200,20260630
4082,9201,"Japan Airlines Co.,Ltd.",Prime Market (Domestic),5150,20260630
4084,9202,ANA HOLDINGS INC.,Prime Market (Domestic),5150,20260630
4086,9204,Skymark Airlines Inc.,Growth Market(Domestic),5150,20260630
4087,9206,Star Flyer Inc.,Standard Market(Domestic),5150,20260630
4088,9211,f-code Inc.,Growth Market(Domestic),9050,20260630
4089,9212,"Green Earth Institute Co.,Ltd.",Growth Market(Domestic),9050,20260630
4090,9213,SEYFERT LTD.,Standard Market(Domestic),9050,20260630
4091,9214,"Recovery International Co.,Ltd.",Growth Market(Domestic),9050,20260630
4092,9215,"CaSy Co.,Ltd.",Growth Market(Domestic),9050,20260630
4093,9216,"Bewith,Inc.",Prime Market (Domestic),9050,20260630
4094,9218,"Mental Health Technologies Co.,Ltd.",Growth Market(Domestic),9050,20260630
