research_rank,asset_id,ticker,company_name,exchange,cik,candidate_matrix_status,evidence_level,experimental_score,score_bucket,fundamentals_quality_score,growth_momentum_score,profitability_cashflow_score,price_momentum_trend_score,risk_liquidity_score,top_positive_drivers,top_risk_drivers,missing_reason,experimental_score_notes,scoring_calculated,ranking_calculated,recommendation_generated,phase
,U00292,AUBN,"Auburn National Bancorporation, Inc. - Common Stock",NASDAQ,0000750574,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,22.8914,6.2134,0.0,39.9358,55.5562,positive 12m momentum,balance-sheet risk flag,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00296,AUID,authID Inc. - Common Stock,NASDAQ,0001534154,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,70.0,70.0,0.0,0.0,33.445,positive revenue growth,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00299,AURA,"Aura Biosciences, Inc. - Common Stock",NASDAQ,0001501796,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,44.0219,10.2568,0.0,72.9941,58.4035,positive price trend; positive 12m momentum,high 6m volatility,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00300,AURE,Aurelion Inc. - Class A Ordinary Shares,NASDAQ,0001765850,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,60.6852,70.0,0.0,0.0,33.2268,positive revenue growth,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00301,AUUD,Auddia Inc. - Common Stock,NASDAQ,0001554818,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,44.1631,0.0,0.0,0.0,32.8758,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00302,AVAH,Aveanna Healthcare Holdings Inc. - Common Stock,NASDAQ,0001832332,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,37.2695,15.0,55.7224,91.3989,40.841,positive profitability/FCF signal; positive price trend; positive 12m momentum,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00303,AVAT,Avalanche Treasury Corporation - Class A Common Stock,NASDAQ,0002092446,CANDIDATE_MATRIX_PARTIAL_PRICE,medium,,REVIEW_REQUIRED,20.0,0.0,0.0,0.0,100.0,limited positive signal detail,no dominant risk flag in tracked fields,price_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00304,AVAV,"AeroVironment, Inc. - Common Stock",NASDAQ,0001368622,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,24.5045,0.0,6.2961,0.2153,42.9746,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00305,AVBH,"Avidbank Holdings, Inc. - Common Stock",NASDAQ,0001443575,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,23.4991,7.0082,0.0,60.0958,72.4293,positive 12m momentum,balance-sheet risk flag,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00306,AVBP,"ArriVent BioPharma, Inc. - Common Stock",NASDAQ,0001868279,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,45.0,6.4299,0.0,73.28,64.4799,positive 12m momentum,high 6m volatility,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00308,AVIR,"Atea Pharmaceuticals, Inc. - common stock",NASDAQ,0001593899,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,45.0,15.0,0.0,89.9162,61.1544,positive price trend; positive 12m momentum,no dominant risk flag in tracked fields,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00309,AVLN,Avalyn Pharma Inc. - common stock,NASDAQ,0001540171,CANDIDATE_MATRIX_PARTIAL_PRICE,medium,,REVIEW_REQUIRED,20.0,14.9704,0.0,0.0,75.6957,limited positive signal detail,no dominant risk flag in tracked fields,price_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00313,AVR,Anteris Technologies Global Corp. - Common Stock,NASDAQ,0002011514,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,20.0,3.9944,0.0,83.4398,34.9706,positive 12m momentum,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00315,AVTX,"Avalo Therapeutics, Inc. - Common Stock",NASDAQ,0001534120,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,41.8062,15.0,0.0,80.6807,43.8,positive price trend; positive 12m momentum,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00316,AVX,Avax One Technology Ltd. - Common Shares,NASDAQ,0001826397,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,70.0,85.0,0.0,80.3189,34.5317,positive revenue growth; positive 12m momentum,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00317,AVXL,Anavex Life Sciences Corp. - Common Stock,NASDAQ,0001314052,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,45.0,10.4033,0.0,2.4418,38.8006,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00318,AWRE,"Aware, Inc. - Common Stock",NASDAQ,0001015739,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,20.0,2.5926,0.0,1.4316,43.2825,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00328,AZI,Autozi Internet Technology (Global) Ltd. - Class A Ordinary Shares,NASDAQ,0001959726,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,33.029,25.4204,8.9153,0.0,15.0,limited positive signal detail,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00332,BAFN,BayFirst Financial Corp. - Common Stock,NASDAQ,0001649739,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,22.017,14.1083,0.0,36.352,29.85,limited positive signal detail,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00345,BBIO,"BridgeBio Pharma, Inc. - Common Stock",NASDAQ,0001743881,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,45.0,82.6299,0.0,66.6383,53.4883,positive revenue growth; positive 12m momentum,balance-sheet risk flag; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00346,BBLG,Bone Biologics Corp - Common Stock,NASDAQ,0001419554,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,45.0,0.0,0.0,0.0,44.0331,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00348,BBOT,"BridgeBio Oncology Therapeutics, Inc. - Common Stock",NASDAQ,0001869105,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,45.0,11.2474,0.0,21.2324,54.5179,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00349,BBSI,"Barrett Business Services, Inc. - Common Stock",NASDAQ,0000902791,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,29.9781,7.49,0.0,28.2073,51.949,limited positive signal detail,large 12m drawdown; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00350,BCAB,"BioAtla, Inc. - Common Stock",NASDAQ,0001826892,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,20.0,0.0,0.0,0.0,15.0,limited positive signal detail,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00353,BCAX,Bicara Therapeutics Inc. - Common Stock,NASDAQ,0002023658,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,45.0,12.7565,0.0,79.682,66.178,positive 12m momentum,no dominant risk flag in tracked fields,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00354,BCBP,"BCB Bancorp, Inc. (NJ) - Common Stock",NASDAQ,0001228454,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,22.9691,0.0,0.0,30.2165,57.7495,limited positive signal detail,balance-sheet risk flag,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00355,BCDA,"BioCardia, Inc. - Common Stock",NASDAQ,0000925741,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,28.4078,14.033,0.0,13.0299,31.8906,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00360,BCRX,"BioCryst Pharmaceuticals, Inc. - Common Stock",NASDAQ,0000882796,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,20.0,13.4704,0.0,76.7125,48.4132,positive price trend; positive 12m momentum,balance-sheet risk flag; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00361,BCTX,BriaCell Therapeutics Corp. - Common Shares,NASDAQ,0001610820,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,20.0,9.5821,0.0,4.0688,40.3238,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00362,BDCI,BTC Development Corp. - Class A Ordinary Shares,NASDAQ,0002042292,CANDIDATE_MATRIX_PARTIAL_PRICE,medium,,REVIEW_REQUIRED,45.0,5.5218,0.0,30.4868,99.0027,positive price trend,no dominant risk flag in tracked fields,price_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00365,BDTX,"Black Diamond Therapeutics, Inc. - Common Stock",NASDAQ,0001701541,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,43.4749,6.1111,0.0,14.3431,35.9173,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00368,BEAT,"Heartbeam, Inc. - Common Stock",NASDAQ,0001779372,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,34.5163,0.0,0.0,0.0,30.3209,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00370,BEEP,Mobile Infrastructure Corporation - Common Stock,NASDAQ,0001847874,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,39.4388,21.1362,0.0,27.7915,30.1373,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00373,BENF,Beneficient - Class A Common Stock,NASDAQ,0001775734,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,20.0,0.0,0.0,2.5411,22.4676,limited positive signal detail,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00376,BFRG,"Bullfrog AI Holdings, Inc. - Common Stock",NASDAQ,0001829247,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,67.8454,70.0,0.0,1.7574,32.2652,positive revenue growth,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00380,BGDE,"Big Digital Energy, Inc. - Common Stock",NASDAQ,0001218683,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,20.0,0.0,0.0,46.0124,15.0,limited positive signal detail,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00381,BGIN,Bgin Blockchain Limited - Class A Ordinary Shares,NASDAQ,0001945565,CANDIDATE_MATRIX_PARTIAL_PRICE,medium,,REVIEW_REQUIRED,38.9274,0.0,0.0,0.0,34.5436,limited positive signal detail,high 6m volatility; risk/liquidity component below 55,price_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00382,BGL,Blue Gold Limited - Class A ordinary shares,NASDAQ,0002019435,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,20.0,0.0,0.0,0.0,15.0,limited positive signal detail,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00385,BGMS,"Bio Green Med Solution, Inc. - Common Stock",NASDAQ,0001130166,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,44.6714,0.0,0.0,4.3759,33.1248,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00388,BHST,BioHarvest Sciences Inc. - Common Stock,NASDAQ,0001723464,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,38.9802,64.4293,0.0,0.0,46.8282,positive revenue growth,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00393,BIRD,"Smartbird, Inc. - Class A Common Stock",NASDAQ,0001653909,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,30.6075,0.0,0.0,3.9283,23.7601,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00394,BIVI,BioVie Inc. - Common stock,NASDAQ,0001580149,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,41.9829,13.4387,0.0,83.9543,36.0824,positive price trend; positive 12m momentum,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00397,BJDX,"Bluejay Diagnostics, Inc. - Common Stock",NASDAQ,0001704287,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,44.7507,0.0,0.0,0.0,33.1636,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00400,BKNG,Booking Holdings Inc. - Common Stock,NASDAQ,0001075531,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,52.4624,66.0408,60.0,49.54,49.4701,positive revenue growth; positive profitability/FCF signal; positive price trend,balance-sheet risk flag; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00405,BLFS,"BioLife Solutions, Inc. - Common Stock",NASDAQ,0000834365,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,45.0,14.5848,0.0,88.0459,63.2376,positive price trend; positive 12m momentum,large 12m drawdown,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00409,BLLN,"BillionToOne, Inc. - Class A common stock",NASDAQ,0002070849,CANDIDATE_MATRIX_PARTIAL_PRICE,medium,,REVIEW_REQUIRED,63.3651,4.4881,64.3934,21.1897,43.9621,positive profitability/FCF signal,high 6m volatility; risk/liquidity component below 55,price_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00418,BMEA,"Biomea Fusion, Inc. - Common Stock",NASDAQ,0001840439,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,36.4847,15.0,0.0,66.8962,34.0893,positive price trend,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00423,BMRA,"Biomerica, Inc. - Common Stock",NASDAQ,0000073290,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,34.175,7.4882,0.0,32.7423,42.1239,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00424,BMRC,Bank of Marin Bancorp - Common Stock,NASDAQ,0001403475,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,23.2342,9.5337,0.0,45.1805,68.9807,positive 12m momentum,balance-sheet risk flag,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00427,BNBX,BNB Plus Corp. - Common Stock,NASDAQ,0000744452,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,34.2523,0.0,0.0,0.0,26.2203,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00429,BNGO,"Bionano Genomics, Inc. - Common Stock",NASDAQ,0001411690,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,44.3057,8.369,0.0,21.4741,41.217,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00430,BNKK,"Bonk, Inc. - Common Stock",NASDAQ,0001760903,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,70.0,70.0,0.0,0.0,36.5804,positive revenue growth,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00432,BNTC,Benitec Biopharma Inc. - Common Stock,NASDAQ,0001808898,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,45.0,13.5452,0.0,50.3887,59.0097,positive price trend,large 12m drawdown,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00436,BOKF,BOK Financial Corporation - Common Stock,NASDAQ,0000875357,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,23.6269,9.9918,0.0,54.2856,72.8839,positive 12m momentum,balance-sheet risk flag,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00437,BOLD,"Boundless Bio, Inc. - Common Stock",NASDAQ,0001782303,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,39.8231,15.0,0.0,95.0,45.2298,positive price trend; positive 12m momentum,high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00451,BRCB,"Black Rock Coffee Bar, Inc. - Class A Common Stock",NASDAQ,0002068577,CANDIDATE_MATRIX_PARTIAL_PRICE,medium,,REVIEW_REQUIRED,39.3161,15.0,14.97,0.0,29.3429,limited positive signal detail,high 6m volatility; risk/liquidity component below 55,price_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00456,BRLS,Borealis Foods Inc. - Class A Common Shares,NASDAQ,0001852973,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,30.7207,45.8829,0.0,2.5895,15.0,positive revenue growth,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00458,BRR,"ProCap Financial, Inc. - Common Stock",NASDAQ,0002076163,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,40.5123,13.0029,0.0,9.954,31.0877,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00460,BRUN,Boost Run Inc. - Class A Common Stock,NASDAQ,0002090646,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,20.0,0.0,0.0,69.4067,38.3936,positive 12m momentum,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00463,BSBK,Bogota Financial Corp. - Common Stock,NASDAQ,0001787414,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,24.9827,5.3893,0.0,37.6993,72.8648,limited positive signal detail,balance-sheet risk flag,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00478,BTOG,Bit Origin Limited - Class A Ordinary Shares,NASDAQ,0001735556,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,45.0,0.0,0.0,0.0,33.7976,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
